product_id,shop_id,name,color,fabric,size_range,price_lkr,product_url,created_ts,popularity_score,stock_count,category_name,_cleaned_at,_dq_score,transaction_date,transaction_year_month,_enriched_at
18.0,43.0,fashion item 17,yellow,wool,s-l,2292.85,https://shop.lk/product/17,2024-05-26t00:00:00,0.422,261.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
19.0,34.0,fashion item 18,white,wool,m-xl,7404.88,https://shop.lk/product/18,2024-03-30t00:00:00,0.883,16.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
20.0,48.0,fashion item 19,blue,wool,xs-l,4820.6,https://shop.lk/product/19,2023-08-08t00:00:00,0.167,192.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
21.0,8.0,fashion item 20,red,silk,s-l,6614.61,https://shop.lk/product/20,2025-02-18t00:00:00,0.395,254.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
22.0,9.0,fashion item 21,red,silk,m-xl,2610.29,https://shop.lk/product/21,2024-04-27t00:00:00,0.703,53.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
23.0,12.0,fashion item 22,beige,rayon,s-l,7736.03,https://shop.lk/product/22,2023-05-20t00:00:00,0.566,72.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
24.0,22.0,fashion item 23,red,silk,s-l,6486.69,https://shop.lk/product/23,2025-03-23t00:00:00,0.952,107.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
25.0,40.0,fashion item 24,white,silk,s-l,4513.58,https://shop.lk/product/24,2024-01-02t00:00:00,0.405,86.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
26.0,35.0,fashion item 25,black,linen,m-xl,5191.56,https://shop.lk/product/25,2025-02-21t00:00:00,0.17,210.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
27.0,9.0,fashion item 26,beige,silk,xs-l,4093.83,https://shop.lk/product/26,2024-04-17t00:00:00,0.892,236.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
28.0,11.0,fashion item 27,beige,denim,s-xl,5749.75,https://shop.lk/product/27,2025-03-29t00:00:00,0.552,129.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
29.0,19.0,fashion item 28,green,wool,m-xl,5411.9,https://shop.lk/product/28,2023-06-04t00:00:00,0.065,100.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
30.0,2.0,fashion item 29,grey,rayon,xs-l,4277.13,https://shop.lk/product/29,2024-11-28t00:00:00,0.056,225.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
31.0,3.0,fashion item 30,black,wool,s-l,3188.18,https://shop.lk/product/30,2023-05-07t00:00:00,0.433,153.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
32.0,13.0,fashion item 31,black,wool,s-xl,7455.41,https://shop.lk/product/31,2023-04-21t00:00:00,0.633,186.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
33.0,5.0,fashion item 32,white,polyester,m-xl,5627.79,https://shop.lk/product/32,2024-10-23t00:00:00,0.277,97.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
34.0,8.0,fashion item 33,white,rayon,s-xl,7291.97,https://shop.lk/product/33,2025-06-01t00:00:00,0.506,78.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
35.0,8.0,fashion item 34,blue,polyester,m-xxl,3320.63,https://shop.lk/product/34,2023-05-28t00:00:00,0.386,264.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
36.0,15.0,fashion item 35,yellow,linen,s-l,5577.15,https://shop.lk/product/35,2024-07-31t00:00:00,0.764,282.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
37.0,11.0,fashion item 36,red,cotton,xs-l,4365.1,https://shop.lk/product/36,2025-01-22t00:00:00,0.808,185.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
38.0,23.0,fashion item 37,yellow,linen,xs-l,6748.97,https://shop.lk/product/37,2024-07-19t00:00:00,0.052,276.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
39.0,26.0,fashion item 38,green,linen,xs-l,3083.04,https://shop.lk/product/38,2023-10-06t00:00:00,0.017,228.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
40.0,34.0,fashion item 39,black,rayon,m-xxl,4539.73,https://shop.lk/product/39,2024-11-08t00:00:00,0.967,293.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
41.0,38.0,fashion item 40,red,linen,s-l,3172.89,https://shop.lk/product/40,2024-04-15t00:00:00,0.926,93.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
42.0,23.0,fashion item 41,beige,cotton,s-xl,5781.73,https://shop.lk/product/41,2023-04-22t00:00:00,0.186,68.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
43.0,44.0,fashion item 42,green,denim,s-l,7071.91,https://shop.lk/product/42,2024-04-05t00:00:00,0.018,132.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
44.0,39.0,fashion item 43,pink,wool,xs-l,6803.22,https://shop.lk/product/43,2025-01-12t00:00:00,0.824,129.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
45.0,28.0,fashion item 44,blue,polyester,s-l,4810.44,https://shop.lk/product/44,2024-07-02t00:00:00,0.645,293.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
46.0,22.0,fashion item 45,red,denim,s-l,2064.65,https://shop.lk/product/45,2024-05-19t00:00:00,0.525,58.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
47.0,29.0,fashion item 46,blue,denim,m-xl,4126.63,https://shop.lk/product/46,2023-07-18t00:00:00,0.359,115.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
48.0,16.0,fashion item 47,black,polyester,s-l,6444.05,https://shop.lk/product/47,2023-09-07t00:00:00,0.39,261.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
49.0,14.0,fashion item 48,yellow,denim,s-l,3245.24,https://shop.lk/product/48,2023-06-08t00:00:00,0.25,138.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
50.0,15.0,fashion item 49,yellow,rayon,xs-l,7352.99,https://shop.lk/product/49,2023-01-07t00:00:00,0.495,170.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
51.0,10.0,fashion item 50,black,rayon,s-xl,5784.62,https://shop.lk/product/50,2024-08-11t00:00:00,0.11,115.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
52.0,33.0,fashion item 51,beige,denim,m-xl,3023.05,https://shop.lk/product/51,2023-07-15t00:00:00,0.442,137.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
53.0,21.0,fashion item 52,red,cotton,s-l,3331.41,https://shop.lk/product/52,2023-01-24t00:00:00,0.221,127.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
54.0,39.0,fashion item 53,pink,linen,s-xl,5414.49,https://shop.lk/product/53,2025-04-21t00:00:00,0.762,224.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
55.0,38.0,fashion item 54,grey,rayon,s-l,3604.55,https://shop.lk/product/54,2023-02-21t00:00:00,0.333,286.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
56.0,27.0,fashion item 55,green,linen,xs-l,3658.9,https://shop.lk/product/55,2024-08-25t00:00:00,0.344,89.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
57.0,10.0,fashion item 56,yellow,rayon,xs-l,2500.63,https://shop.lk/product/56,2023-06-07t00:00:00,0.934,278.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
58.0,22.0,fashion item 57,pink,wool,xs-l,2271.07,https://shop.lk/product/57,2024-11-12t00:00:00,0.588,87.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
59.0,3.0,fashion item 58,beige,silk,s-l,6311.95,https://shop.lk/product/58,2023-08-18t00:00:00,0.41,292.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
60.0,21.0,fashion item 59,red,wool,m-xxl,3500.39,https://shop.lk/product/59,2024-02-21t00:00:00,0.42,69.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
61.0,16.0,fashion item 60,yellow,polyester,xs-l,3560.47,https://shop.lk/product/60,2024-03-11t00:00:00,0.057,134.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
62.0,37.0,fashion item 61,beige,denim,m-xxl,7348.16,https://shop.lk/product/61,2024-06-19t00:00:00,0.95,177.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
63.0,42.0,fashion item 62,beige,silk,s-l,2698.5,https://shop.lk/product/62,2025-02-06t00:00:00,0.996,184.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
64.0,18.0,fashion item 63,white,denim,s-xl,7496.88,https://shop.lk/product/63,2024-08-21t00:00:00,0.716,67.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
65.0,33.0,fashion item 64,pink,wool,s-l,5840.97,https://shop.lk/product/64,2023-07-31t00:00:00,0.457,85.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
66.0,36.0,fashion item 65,blue,wool,s-l,2281.71,https://shop.lk/product/65,2023-07-06t00:00:00,0.665,194.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
67.0,2.0,fashion item 66,white,linen,xs-l,4305.72,https://shop.lk/product/66,2024-09-21t00:00:00,0.955,7.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
68.0,45.0,fashion item 67,blue,rayon,m-xl,7394.81,https://shop.lk/product/67,2025-03-20t00:00:00,0.872,125.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
69.0,6.0,fashion item 68,white,rayon,xs-l,7720.14,https://shop.lk/product/68,2023-12-31t00:00:00,0.282,21.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
70.0,19.0,fashion item 69,red,cotton,s-l,4439.64,https://shop.lk/product/69,2023-08-06t00:00:00,0.486,227.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
71.0,12.0,fashion item 70,beige,denim,s-xl,3898.92,https://shop.lk/product/70,2023-11-26t00:00:00,0.196,197.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
72.0,5.0,fashion item 71,beige,linen,m-xl,7052.48,https://shop.lk/product/71,2023-08-10t00:00:00,0.89,133.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
73.0,9.0,fashion item 72,yellow,wool,xs-l,2600.0,https://shop.lk/product/72,2025-01-05t00:00:00,0.866,39.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
74.0,46.0,fashion item 73,yellow,denim,xs-l,5313.9,https://shop.lk/product/73,2025-06-12t00:00:00,0.194,198.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
75.0,33.0,fashion item 74,black,cotton,s-l,5171.48,https://shop.lk/product/74,2023-09-20t00:00:00,0.417,76.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
76.0,17.0,fashion item 75,black,cotton,s-xl,3784.18,https://shop.lk/product/75,2024-06-09t00:00:00,0.759,4.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
77.0,34.0,fashion item 76,beige,linen,m-xxl,5544.3,https://shop.lk/product/76,2024-05-21t00:00:00,0.664,128.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
78.0,2.0,fashion item 77,beige,polyester,s-xl,2938.24,https://shop.lk/product/77,2024-12-31t00:00:00,0.592,4.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
79.0,30.0,fashion item 78,black,cotton,m-xxl,7799.87,https://shop.lk/product/78,2023-10-20t00:00:00,0.485,43.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
80.0,20.0,fashion item 79,white,cotton,s-xl,2003.05,https://shop.lk/product/79,2025-01-16t00:00:00,0.323,126.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
81.0,40.0,fashion item 80,beige,linen,xs-l,7732.36,https://shop.lk/product/80,2024-07-03t00:00:00,0.008,28.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
82.0,23.0,fashion item 81,blue,rayon,s-l,2846.22,https://shop.lk/product/81,2023-11-13t00:00:00,0.765,193.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
83.0,11.0,fashion item 82,green,denim,m-xxl,6177.02,https://shop.lk/product/82,2024-07-03t00:00:00,0.457,72.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
84.0,14.0,fashion item 83,pink,denim,s-l,4283.01,https://shop.lk/product/83,2024-07-16t00:00:00,0.424,260.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
85.0,41.0,fashion item 84,pink,silk,m-xxl,3545.22,https://shop.lk/product/84,2023-07-10t00:00:00,0.17,79.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
86.0,44.0,fashion item 85,white,wool,s-xl,3251.65,https://shop.lk/product/85,2023-04-29t00:00:00,0.066,127.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
87.0,19.0,fashion item 86,green,polyester,xs-l,4558.32,https://shop.lk/product/86,2024-01-30t00:00:00,0.084,291.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
88.0,18.0,fashion item 87,black,polyester,s-l,5755.59,https://shop.lk/product/87,2023-05-01t00:00:00,0.495,87.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
89.0,29.0,fashion item 88,green,linen,m-xxl,7576.87,https://shop.lk/product/88,2025-06-12t00:00:00,0.349,193.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
90.0,14.0,fashion item 89,white,denim,s-l,6613.39,https://shop.lk/product/89,2023-09-25t00:00:00,0.187,224.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
91.0,38.0,fashion item 90,yellow,linen,m-xxl,2552.58,https://shop.lk/product/90,2024-12-12t00:00:00,0.458,298.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
92.0,43.0,fashion item 91,beige,wool,m-xxl,6966.98,https://shop.lk/product/91,2023-09-03t00:00:00,0.418,217.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
93.0,6.0,fashion item 92,beige,silk,s-l,7187.43,https://shop.lk/product/92,2024-01-23t00:00:00,0.512,99.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
94.0,49.0,fashion item 93,black,cotton,s-l,3645.24,https://shop.lk/product/93,2023-10-24t00:00:00,0.818,129.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
95.0,10.0,fashion item 94,grey,rayon,s-xl,7505.3,https://shop.lk/product/94,2023-10-04t00:00:00,0.423,38.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
96.0,21.0,fashion item 95,grey,rayon,m-xxl,7084.82,https://shop.lk/product/95,2023-09-21t00:00:00,0.05,291.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
97.0,19.0,fashion item 96,beige,polyester,xs-l,7525.04,https://shop.lk/product/96,2024-05-15t00:00:00,0.06,287.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
98.0,45.0,fashion item 97,beige,polyester,s-xl,7775.83,https://shop.lk/product/97,2023-07-02t00:00:00,0.712,118.0,jeans,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
99.0,11.0,fashion item 98,yellow,silk,xs-l,3733.22,https://shop.lk/product/98,2023-04-02t00:00:00,0.466,120.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
100.0,47.0,fashion item 99,yellow,linen,m-xxl,4815.86,https://shop.lk/product/99,2024-12-09t00:00:00,0.401,47.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
101.0,15.0,fashion item 100,green,silk,m-xxl,7579.45,https://shop.lk/product/100,2023-11-07t00:00:00,0.4,124.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
102.0,31.0,fashion item 101,green,silk,xs-l,7099.7,https://shop.lk/product/101,2025-06-14t00:00:00,0.124,116.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
103.0,23.0,fashion item 102,green,silk,m-xl,5145.6,https://shop.lk/product/102,2024-07-20t00:00:00,0.054,80.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
104.0,34.0,fashion item 103,black,silk,s-xl,4025.62,https://shop.lk/product/103,2024-04-18t00:00:00,0.004,31.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
105.0,34.0,fashion item 104,red,rayon,s-l,6404.1,https://shop.lk/product/104,2024-12-28t00:00:00,0.758,106.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
106.0,31.0,fashion item 105,blue,wool,xs-l,7526.1,https://shop.lk/product/105,2023-11-24t00:00:00,0.18,167.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
107.0,19.0,fashion item 106,pink,linen,m-xl,3320.81,https://shop.lk/product/106,2023-05-20t00:00:00,0.888,122.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
108.0,46.0,fashion item 107,red,linen,m-xxl,3069.97,https://shop.lk/product/107,2024-02-28t00:00:00,0.187,279.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
109.0,4.0,fashion item 108,grey,denim,xs-l,3356.36,https://shop.lk/product/108,2023-03-03t00:00:00,0.834,139.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
110.0,35.0,fashion item 109,blue,silk,m-xxl,4325.19,https://shop.lk/product/109,2023-07-25t00:00:00,0.873,6.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
111.0,33.0,fashion item 110,white,denim,s-xl,2493.09,https://shop.lk/product/110,2024-10-07t00:00:00,0.53,0.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
112.0,21.0,fashion item 111,black,wool,m-xl,4823.24,https://shop.lk/product/111,2023-04-15t00:00:00,0.66,29.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
113.0,36.0,fashion item 112,grey,rayon,m-xl,4031.91,https://shop.lk/product/112,2025-03-22t00:00:00,0.138,146.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
114.0,25.0,fashion item 113,red,linen,s-l,4094.0,https://shop.lk/product/113,2025-05-26t00:00:00,0.573,232.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
115.0,40.0,fashion item 114,green,cotton,s-xl,6312.83,https://shop.lk/product/114,2024-02-05t00:00:00,0.312,13.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
116.0,3.0,fashion item 115,beige,linen,s-l,3949.53,https://shop.lk/product/115,2023-04-08t00:00:00,0.987,143.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
117.0,40.0,fashion item 116,blue,silk,s-l,3889.17,https://shop.lk/product/116,2024-05-11t00:00:00,0.273,50.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
118.0,6.0,fashion item 117,white,rayon,m-xxl,7758.14,https://shop.lk/product/117,2024-08-08t00:00:00,0.593,284.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
119.0,21.0,fashion item 118,white,linen,s-l,2487.02,https://shop.lk/product/118,2023-01-05t00:00:00,0.122,30.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
120.0,42.0,fashion item 119,red,cotton,xs-l,5596.55,https://shop.lk/product/119,2023-01-12t00:00:00,0.47,74.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
121.0,31.0,fashion item 120,blue,silk,m-xl,3600.96,https://shop.lk/product/120,2025-06-06t00:00:00,0.841,137.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
122.0,34.0,fashion item 121,grey,silk,s-l,6958.51,https://shop.lk/product/121,2025-03-30t00:00:00,0.571,31.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
123.0,39.0,fashion item 122,blue,cotton,m-xl,2640.45,https://shop.lk/product/122,2025-01-09t00:00:00,0.344,69.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
124.0,47.0,fashion item 123,black,rayon,m-xl,7391.79,https://shop.lk/product/123,2023-06-06t00:00:00,0.099,129.0,jackets,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
125.0,31.0,fashion item 124,grey,denim,m-xxl,5740.09,https://shop.lk/product/124,2025-05-11t00:00:00,0.383,123.0,shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
126.0,24.0,fashion item 125,beige,silk,m-xxl,6784.07,https://shop.lk/product/125,2024-09-15t00:00:00,0.422,11.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
127.0,37.0,fashion item 126,green,silk,s-l,6600.67,https://shop.lk/product/126,2025-03-02t00:00:00,0.622,57.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
128.0,32.0,fashion item 127,white,silk,xs-l,4485.98,https://shop.lk/product/127,2025-03-20t00:00:00,0.289,280.0,t-shirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
129.0,28.0,fashion item 128,green,cotton,m-xl,2721.51,https://shop.lk/product/128,2024-03-17t00:00:00,0.49,58.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
130.0,22.0,fashion item 129,beige,cotton,xs-l,2952.8,https://shop.lk/product/129,2023-07-05t00:00:00,0.921,201.0,skirts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
131.0,48.0,fashion item 130,blue,rayon,m-xl,4815.22,https://shop.lk/product/130,2023-08-17t00:00:00,0.525,259.0,dresses,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
132.0,48.0,fashion item 131,grey,silk,s-l,6591.03,https://shop.lk/product/131,2023-08-14t00:00:00,0.774,216.0,shorts,2026-05-02T10:32:00.662267,100,,,2026-05-02T10:32:04.440408
