deviceId,rideId,timestamp,temperature,coldTemperature,humidity,rainValue,rainValue2,rainStatus,rainStatus2,magnetDetected,pitch,roll,tiltAngle,tiltStatus,waterDetected,tiltDetected,tempHigh,tempLow,temperatureStatus,deliveryStatus,tilt_rate,tilt_accel,tilt_risk_score,label
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:00,33.68,33.18,84.63,3000,3000,Wet,Wet,False,3.641,3.25,3.494,Normal,False,False,False,False,Normal,IDLE,0.0,0.12996073456786467,0.34944936049300285,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:02,33.44,32.94,85.2,4095,4095,Dry,Dry,False,0.545,1.451,1.6,Normal,False,False,False,False,Normal,IDLE,1.7382738362986445,0.7814067831040553,0.6815020505173942,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:04,33.31,32.81,86.06,4095,4095,Dry,Dry,False,3.148,3.287,3.293,Normal,False,False,False,False,Normal,IDLE,-1.3103952285707112,0.2482890794823996,0.7224222088823367,Unsafe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:06,33.85,33.35,82.71,3000,3000,Wet,Wet,False,3.254,3.177,3.181,Normal,False,False,False,False,Normal,IDLE,0.3611289589179985,0.4079258102445449,0.42645661024320747,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:08,34.28,33.78,84.91,4095,4095,Dry,Dry,False,1.232,1.836,0.913,Normal,False,False,False,False,Normal,IDLE,0.2127642154835459,-0.10673631845366686,0.15510850111089183,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:10,34.18,33.68,83.31,4095,4095,Dry,Dry,True,0.011,0.38,1.08,Normal,False,False,False,False,Normal,IDLE,0.18372997138651206,-0.291290457817467,0.1631509092996627,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:12,33.89,33.39,83.97,1500,1500,Wet,Wet,False,4.19,4.184,3.958,Normal,False,False,False,False,Normal,IDLE,0.5150420813634548,0.34198081873722547,0.5503248370805037,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:14,34.11,33.61,84.8,4095,4095,Dry,Dry,False,3.401,3.41,3.152,Normal,False,False,False,False,Normal,IDLE,0.3803949131593394,-0.28687690015408235,0.42931735810940386,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:16,34.16,33.66,83.29,4095,4095,Dry,Dry,False,2.471,1.642,1.517,Normal,False,False,False,False,Normal,IDLE,0.6445882396208947,-1.1631758567498884,0.34509310435799884,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:18,34.12,33.62,82.65,4095,4095,Dry,Dry,False,0.716,0.458,0.0,Normal,False,False,False,False,Normal,IDLE,0.8722903293549165,0.8529124296688428,0.26168709880647495,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:20,34.16,33.66,86.0,4095,4095,Dry,Dry,False,1.513,1.293,1.319,Normal,False,False,False,False,Normal,IDLE,1.4727544559497665,-0.20313736469489216,0.5737625572509717,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:22,34.59,34.09,84.06,4095,4095,Dry,Dry,False,7.03,7.646,6.939,Normal,False,False,False,False,Normal,IDLE,-0.37887102478168694,0.013632352409439257,0.8075652189235005,Unsafe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:24,34.27,33.77,85.35,4095,4095,Dry,Dry,False,2.069,1.066,1.906,Normal,False,False,False,False,Normal,IDLE,-0.4840504607935227,0.3809594932178332,0.3357965911102202,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:26,34.17,33.67,84.06,4095,4095,Dry,Dry,False,1.139,1.64,1.037,Normal,False,False,False,False,Normal,IDLE,0.5379400151160744,-0.314935822810391,0.26508656304362865,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:28,33.81,33.31,84.52,4095,4095,Dry,Dry,False,1.5,1.097,1.714,Normal,False,False,False,False,Normal,IDLE,-0.879484659865671,0.26888297920347776,0.43526065486593185,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:30,34.1,33.6,84.36,4095,4095,Dry,Dry,False,0.899,-0.002,0.776,Normal,False,False,False,False,Normal,IDLE,-2.22770851582568,0.08067661293945136,0.7458898227565508,Unsafe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:32,34.05,33.55,83.46,4095,4095,Dry,Dry,False,3.303,3.316,3.652,Normal,False,False,False,False,Normal,IDLE,-0.5240878137527457,0.22269941220587022,0.5224370444379463,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:34,33.94,33.44,86.12,4095,4095,Dry,Dry,False,0.784,0.558,1.239,Normal,False,False,False,False,Normal,IDLE,-1.5290029439152193,-0.2835815839676975,0.5826345634263715,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:36,34.24,33.74,84.6,3000,3000,Wet,Wet,False,0.35,1.215,0.0,Normal,False,False,False,False,Normal,IDLE,1.5597860764809837,-0.2818832210615176,0.4679358229442951,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:38,33.74,33.24,84.77,4095,4095,Dry,Dry,False,1.56,1.806,1.099,Normal,False,False,False,False,Normal,IDLE,0.10003682493315752,-0.12840851396286604,0.1398928500621899,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:40,33.92,33.42,83.58,1500,1500,Wet,Wet,False,0.505,0.072,0.0,Normal,False,False,False,False,Normal,IDLE,0.7826343856930061,0.430982542530078,0.23479031570790182,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:42,33.4,32.9,84.09,4095,4095,Dry,Dry,False,2.266,2.789,2.624,Normal,False,False,False,False,Normal,IDLE,0.6960079260512597,0.2636918578462412,0.47116344744159905,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:44,33.77,33.27,86.08,1500,1500,Wet,Wet,False,3.571,3.722,3.906,Normal,False,False,False,False,Normal,IDLE,0.37791731427148656,0.08320757438144417,0.5039503454348737,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:46,33.89,33.39,83.65,4095,4095,Dry,Dry,False,4.858,4.135,4.815,Normal,False,False,False,False,Normal,IDLE,-0.3755511307276369,-0.5003585789716724,0.5941168515138094,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:48,34.24,33.74,86.14,3000,3000,Wet,Wet,False,3.146,2.11,2.49,Normal,False,False,False,False,Normal,IDLE,-0.0026806957271788712,-0.03449033017289601,0.24978676139362768,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:50,33.78,33.28,84.35,4095,4095,Dry,Dry,False,2.992,3.401,3.45,Normal,False,False,False,False,Normal,IDLE,1.8383671807976663,0.5930890911620603,0.8965291016726047,Unsafe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:52,33.35,32.85,84.0,4095,4095,Dry,Dry,False,2.12,2.118,2.231,Normal,False,False,False,False,Normal,IDLE,0.9660737363442096,0.11524360730175154,0.5129165751630234,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:54,34.07,33.57,84.87,1500,1500,Wet,Wet,False,1.457,1.4,2.016,Normal,False,False,False,False,Normal,IDLE,0.11618142170347762,0.11799987833866542,0.23646287227290116,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:56,33.77,33.27,87.29,4095,4095,Dry,Dry,True,-0.419,0.63,0.246,Normal,False,False,False,False,Normal,IDLE,1.2809905817136327,-0.3984757178872751,0.40888898143205615,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:00:58,33.82,33.32,84.33,4095,4095,Dry,Dry,False,3.692,3.533,3.187,Normal,False,False,False,False,Normal,IDLE,1.028918764085154,0.4024015893669026,0.6273715296454486,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:00,33.99,33.49,85.73,4095,4095,Dry,Dry,False,1.887,1.878,1.826,Normal,False,False,False,False,Normal,IDLE,-0.4275253488186948,-0.9762434365053412,0.31084029749287445,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:02,33.85,33.35,84.84,4095,4095,Dry,Dry,False,4.136,4.283,4.316,Normal,False,False,False,False,Normal,IDLE,-0.5309007611056615,1.0955330027798587,0.590884618029497,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:04,33.65,33.15,87.73,4095,4095,Dry,Dry,False,2.785,3.001,2.279,Normal,False,False,False,False,Normal,IDLE,-1.5236096574921372,0.08771053765005653,0.684956153986862,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:06,33.12,32.62,85.72,4095,4095,Dry,Dry,False,2.338,1.622,1.84,Normal,False,False,False,False,Normal,IDLE,-0.9490680761770977,1.2988523216171919,0.4687658437602178,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:08,33.83,33.33,84.33,4095,4095,Dry,Dry,False,4.675,3.66,4.591,Normal,False,False,False,False,Normal,IDLE,-0.23979086128736227,0.22728174114982783,0.5310138188197533,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:10,33.84,33.34,84.11,3000,3000,Wet,Wet,False,1.646,1.661,1.245,Normal,False,False,False,False,Normal,IDLE,0.1660901505824516,-0.0745945798793594,0.17436972756491617,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:12,33.87,33.37,84.49,4095,4095,Dry,Dry,False,3.192,2.986,2.938,Normal,False,False,False,False,Normal,IDLE,-1.1998695290588355,0.3157231467669689,0.6537197912833816,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:14,33.96,33.46,84.99,4095,4095,Dry,Dry,False,2.574,0.979,2.101,Normal,False,False,False,False,Normal,IDLE,-0.7026969496742275,-0.09049536946986181,0.42094354535547107,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:16,33.89,33.39,84.8,4095,4095,Dry,Dry,False,2.398,2.165,2.283,Normal,False,False,False,False,Normal,IDLE,0.08170313669682693,0.27553387273795393,0.2528230756317389,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:18,33.92,33.42,86.02,3000,3000,Wet,Wet,False,2.906,3.027,2.475,Normal,False,False,False,False,Normal,IDLE,0.10605285437182871,0.07868075064514823,0.2792890495415241,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:20,33.83,33.33,84.72,1500,1500,Wet,Wet,False,0.23,0.76,0.602,Normal,False,False,False,False,Normal,IDLE,-0.5036132384392673,0.09742641060092348,0.21123643733106823,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:22,33.75,33.25,85.63,4095,4095,Dry,Dry,False,4.609,4.764,4.437,Normal,False,False,False,False,Normal,IDLE,-1.5140367882431711,-0.14155450061762678,0.8979380413368669,Unsafe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:24,33.79,33.29,84.32,4095,4095,Dry,Dry,False,2.084,1.657,2.249,Normal,False,False,False,False,Normal,IDLE,-0.3191139938028409,0.38521260855832123,0.3206592942794475,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:26,34.14,33.64,85.97,4095,4095,Dry,Dry,False,0.949,0.676,0.97,Normal,False,False,False,False,Normal,IDLE,1.5286436707670283,0.5518334712629025,0.5555509250970827,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:28,33.78,33.28,86.12,3000,3000,Wet,Wet,False,1.497,1.075,1.132,Normal,False,False,False,False,Normal,IDLE,-0.9799480401511618,0.04447613630485105,0.4071563169785169,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:30,34.05,33.55,85.57,4095,4095,Dry,Dry,False,1.426,1.819,1.604,Normal,False,False,False,False,Normal,IDLE,0.1946461313026926,-0.17184417396889176,0.21875292684430073,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:32,34.19,33.69,85.85,4095,4095,Dry,Dry,False,2.655,2.218,2.799,Normal,False,False,False,False,Normal,IDLE,2.051246359440277,-0.6078766870836252,0.8953185779291097,Unsafe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:34,33.86,33.36,83.81,4095,4095,Dry,Dry,False,1.758,2.003,1.746,Normal,False,False,False,False,Normal,IDLE,-0.20544824673522688,0.8190563747738202,0.23625826535329816,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:36,33.74,33.24,84.53,4095,4095,Dry,Dry,False,0.807,0.377,0.229,Normal,False,False,False,False,Normal,IDLE,-0.0326863468768069,-0.05949898786544684,0.03273153409060372,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:38,34.28,33.78,85.73,4095,4095,Dry,Dry,False,3.874,3.532,3.451,Normal,False,False,False,False,Normal,IDLE,-0.7294355910010855,-0.007018554671555611,0.5639280674313412,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:40,33.93,33.43,84.21,1500,1500,Wet,Wet,False,1.943,1.865,1.405,Normal,False,False,False,False,Normal,IDLE,0.44201926820670795,0.050882036493812684,0.2731066343455374,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:42,33.97,33.47,85.87,4095,4095,Dry,Dry,False,5.078,4.949,4.316,Normal,False,False,False,False,Normal,IDLE,0.4474873669826649,-0.1677060718470954,0.5658609292615412,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:44,34.32,33.82,85.46,4095,4095,Dry,Dry,False,1.167,2.022,1.179,Normal,False,False,False,False,Normal,IDLE,-0.3682363553550774,0.866107626242824,0.22835904076521546,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:46,33.81,33.31,82.97,4095,4095,Dry,Dry,False,3.201,3.266,3.013,Normal,False,False,False,False,Normal,IDLE,-1.5979290747676056,-0.4216865772696904,0.780687315513888,Unsafe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:48,33.51,33.01,84.62,3000,3000,Wet,Wet,False,2.038,2.428,1.862,Normal,False,False,False,False,Normal,IDLE,-0.21979799613953396,0.6922210558428233,0.2521605034433216,Safe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:50,34.2,33.7,87.94,1500,1500,Wet,Wet,False,1.565,2.282,1.527,Normal,False,False,False,False,Normal,IDLE,1.3124027143103505,0.2998919279823645,0.5464064259804915,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:52,33.53,33.03,83.44,4095,4095,Dry,Dry,False,3.883,3.708,3.947,Normal,False,False,False,False,Normal,IDLE,1.1106501611470463,0.8299738013626439,0.7278590566122568,Unsafe
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:54,33.7,33.2,84.85,4095,4095,Dry,Dry,False,0.734,1.575,0.804,Normal,False,False,False,False,Normal,IDLE,1.4435976706892877,-0.3428687933941723,0.513483277384434,Warning
ESP32_BAG_01,RIDE_002,2025-01-01 08:01:56,34.23,33.73,84.7,4095,4095,Dry,Dry,False,2.201,1.545,2.248,Normal,False,False,False,False,Normal,IDLE,-0.44210239592496114,0.2165723846159543,0.3573953283846334,Safe
ESP32_BAG_01,RIDE_003,2025-01-01 08:00:00,31.8,31.3,82.13,3000,3000,Wet,Wet,False,0.216,1.224,0.972,Normal,False,False,False,False,Normal,IDLE,0.0,-1.0769396223557866,0.09720020213052198,Safe
ESP32_BAG_01,RIDE_003,2025-01-01 08:00:02,31.09,30.59,84.97,4095,4095,Dry,Dry,False,5.531,6.465,6.15,Normal,False,False,False,False,Normal,IDLE,0.1527502006186526,-0.4472816162068921,0.6608152660194233,Warning
ESP32_BAG_01,RIDE_003,2025-01-01 08:00:04,31.08,30.58,83.46,4095,4095,Dry,Dry,False,2.316,3.523,3.376,Normal,False,False,False,False,Normal,IDLE,-0.8524509798920206,0.045902887290336696,0.5933753893075895,Warning
ESP32_BAG_01,RIDE_003,2025-01-01 08:00:06,31.18,30.68,82.99,4095,4095,Dry,Dry,False,2.097,2.029,2.326,Normal,False,False,False,False,Normal,IDLE,-0.08227533050885599,-0.013397173317831768,0.25727687525318305,Safe
ESP32_BAG_01,RIDE_003,2025-01-01 08:00:08,31.29,30.79,83.59,4095,4095,Dry,Dry,False,2.962,2.723,2.653,Normal,False,False,False,False,Normal,IDLE,0.4047518692269792,0.49517670551875353,0.38668574022726376,Safe
