interaction_id,user_id,product_id,interaction_type,interaction_ts,interaction_date
74,239,190,add_to_cart,2024-10-11 11:20:12.638627,2024-12-20
75,205,566,wishlist,2024-05-18 13:21:50.142426,2024-07-27
76,224,156,add_to_cart,2024-05-17 17:32:42.724887,2024-07-26
77,241,1866,view,2024-03-29 16:01:37.510342,2024-06-07
78,85,2117,view,2024-09-20 13:11:41.852822,2024-11-29
79,55,85,purchase,2024-10-22 17:52:03.165899,2024-12-31
80,429,592,add_to_cart,2024-01-20 22:21:42.389348,2024-03-30
81,110,1009,wishlist,2024-10-17 14:07:34.421998,2024-12-26
82,103,252,view,2024-05-05 01:32:44.254345,2024-07-14
83,398,1787,wishlist,2024-08-23 04:31:50.379061,2024-11-01
84,495,1124,view,2024-06-19 02:36:24.626012,2024-08-28
85,303,1740,add_to_cart,2024-10-17 11:13:15.994604,2024-12-26
86,295,1027,purchase,2024-08-16 22:17:24.772308,2024-10-25
87,154,1015,wishlist,2024-05-09 00:11:06.934936,2024-07-18
88,13,2237,wishlist,2024-07-19 16:45:40.271999,2024-09-27
89,283,2058,add_to_cart,2024-04-25 20:48:16.454670,2024-07-04
90,19,655,view,2024-09-25 23:23:52.389706,2024-12-04
91,241,2200,view,2024-08-11 06:24:29.518961,2024-10-20
92,188,722,view,2024-06-30 08:28:13.105051,2024-09-08
93,194,1201,view,2024-04-07 18:42:05.296962,2024-06-16
94,66,310,view,2024-01-01 18:11:54.863603,2024-03-11
95,271,1533,wishlist,2024-08-05 00:00:00.000000,2024-10-14
96,368,555,review,2024-06-18 07:48:17.567087,2024-08-27
97,424,480,add_to_cart,2024-07-06 18:13:30.948259,2024-09-14
98,63,940,view,2024-07-09 15:42:49.836224,2024-09-17
99,142,590,view,2024-08-30 03:44:13.618389,2024-11-08
100,12,1208,review,2024-08-29 17:54:56.299847,2024-11-07
101,445,2344,add_to_cart,2024-10-14 15:35:15.056604,2024-12-23
103,73,799,view,2024-07-07 02:01:38.687686,2024-09-15
105,58,2072,view,2024-06-26 02:09:47.915234,2024-09-04
106,444,2451,view,2024-08-08 23:43:46.005064,2024-10-17
107,255,1684,wishlist,2024-03-16 03:48:37.308928,2024-05-25
108,239,283,view,2024-02-19 21:53:08.985198,2024-04-29
109,93,1399,view,2024-03-30 00:36:10.625720,2024-06-08
110,310,1773,view,2024-06-30 08:29:51.459485,2024-09-08
111,310,788,wishlist,2024-05-14 18:04:20.259237,2024-07-23
112,43,201,purchase,2024-05-24 00:51:04.598251,2024-08-02
113,220,1689,add_to_cart,2024-10-21 08:56:47.542103,2024-12-30
114,322,633,purchase,2024-07-28 03:22:05.415036,2024-10-06
115,335,1205,review,2024-06-22 10:27:56.671645,2024-08-31
116,272,2242,view,2024-08-29 02:21:12.101844,2024-11-07
118,219,1351,view,2024-03-20 21:44:49.711799,2024-05-29
119,273,1929,view,2024-02-17 16:51:18.959815,2024-04-27
120,66,111,wishlist,2024-04-24 10:51:51.433022,2024-07-03
121,339,987,review,2024-01-28 22:23:51.092316,2024-04-07
122,30,2000,view,2024-07-08 15:47:49.823155,2024-09-16
123,350,1538,wishlist,2024-05-28 11:55:51.004739,2024-08-06
124,214,251,add_to_cart,2024-01-05 05:33:08.810825,2024-03-15
125,183,2237,view,2024-06-12 18:58:36.487477,2024-08-21
127,18,79,view,2024-10-15 23:19:03.585192,2024-12-24
128,412,619,view,2024-07-21 16:57:41.084150,2024-09-29
129,199,1598,wishlist,2024-07-20 03:12:49.913783,2024-09-28
130,163,1485,add_to_cart,2024-05-06 14:11:04.121634,2024-07-15
131,333,83,view,2024-05-05 10:36:57.623316,2024-07-14
132,105,1468,view,2024-06-14 04:35:29.225089,2024-08-23
133,341,1394,wishlist,2024-08-31 01:14:39.211337,2024-11-09
134,476,504,view,2024-02-26 06:26:31.173241,2024-05-06
135,366,1587,view,2024-09-17 14:21:18.415261,2024-11-26
136,178,2257,view,2024-06-24 07:36:46.736335,2024-09-02
137,231,384,view,2024-03-01 23:21:26.746324,2024-05-10
138,362,761,add_to_cart,2024-02-10 20:58:41.935718,2024-04-20
139,431,1297,add_to_cart,2024-02-23 04:30:46.341429,2024-05-03
140,219,1640,wishlist,2024-05-08 00:00:00.000000,2024-07-17
141,316,882,wishlist,2024-10-30 02:54:30.440699,2025-01-08
142,198,2160,add_to_cart,2024-10-29 00:00:00.000000,2025-01-07
143,243,1207,add_to_cart,2024-10-01 02:15:30.672849,2024-12-10
144,338,1995,view,2024-09-08 03:53:16.555359,2024-11-17
145,89,222,view,2024-06-07 06:47:18.028194,2024-08-16
146,409,689,purchase,2024-06-23 14:05:13.969236,2024-09-01
147,174,1243,purchase,2024-04-30 00:25:12.350876,2024-07-09
148,319,2045,view,2024-07-02 16:53:16.631450,2024-09-10
150,4,950,view,2024-10-26 00:00:00.000000,2025-01-04
151,477,2054,view,2024-05-19 20:50:08.869913,2024-07-28
152,347,534,add_to_cart,2024-08-02 19:18:47.759163,2024-10-11
153,285,451,view,2024-03-24 07:51:21.842588,2024-06-02
154,288,918,review,2024-06-20 00:34:46.060730,2024-08-29
156,166,2421,wishlist,2024-05-19 23:40:27.195438,2024-07-28
157,471,576,view,2024-05-04 09:34:47.575668,2024-07-13
158,289,2214,view,2024-04-29 15:35:49.046593,2024-07-08
159,250,1056,view,2024-08-25 11:44:28.169879,2024-11-03
160,301,2324,purchase,2024-06-22 13:12:39.558331,2024-08-31
161,455,1154,review,2024-10-13 05:11:32.782319,2024-12-22
162,277,1309,view,2024-09-15 20:01:52.231551,2024-11-24
163,332,2253,view,2024-08-05 22:14:07.491635,2024-10-14
164,113,955,add_to_cart,2024-10-18 12:53:33.059134,2024-12-27
165,39,307,view,2024-04-18 21:04:01.907157,2024-06-27
166,366,2094,wishlist,2024-10-10 06:56:33.688768,2024-12-19
167,368,249,view,2024-08-14 00:00:00.000000,2024-10-23
171,461,1397,view,2024-04-21 07:19:38.631579,2024-06-30
172,142,2365,add_to_cart,2024-09-29 00:18:21.664120,2024-12-08
173,332,1689,add_to_cart,2024-05-13 17:00:47.272880,2024-07-22
174,408,362,wishlist,2024-07-02 11:06:23.179230,2024-09-10
175,129,812,view,2024-07-30 18:05:55.928824,2024-10-08
176,350,1915,view,2024-08-05 17:11:42.293012,2024-10-14
177,380,109,view,2024-04-01 04:25:25.515520,2024-06-10
178,65,241,add_to_cart,2024-08-05 15:22:42.341093,2024-10-14
179,399,1714,view,2024-09-03 02:34:36.456678,2024-11-12
180,66,2373,add_to_cart,2024-09-21 07:07:49.554526,2024-11-30
181,105,98,purchase,2024-02-02 21:21:43.217995,2024-04-12
182,413,1496,purchase,2024-08-28 09:46:06.528109,2024-11-06
183,31,2456,add_to_cart,2024-08-28 00:00:00.000000,2024-11-06
184,399,716,view,2024-01-31 03:51:58.022192,2024-04-10
185,186,973,view,2024-01-24 00:25:38.771088,2024-04-03
186,127,906,wishlist,2024-09-11 20:54:10.575638,2024-11-20
187,87,967,view,2024-05-10 05:21:57.012462,2024-07-19
188,304,135,view,2024-04-17 19:00:27.237363,2024-06-26
189,171,124,view,2024-01-01 03:02:14.986166,2024-03-11
190,71,2430,add_to_cart,2024-02-12 01:36:03.941863,2024-04-22
191,109,1469,purchase,2024-02-02 10:45:14.175801,2024-04-12
192,146,1927,add_to_cart,2024-08-24 14:35:17.691977,2024-11-02
193,279,2428,wishlist,2024-01-16 02:21:25.068456,2024-03-26
195,361,2221,add_to_cart,2024-07-25 00:32:22.004151,2024-10-03
196,177,1073,review,2024-05-14 06:25:40.824296,2024-07-23
197,248,1711,purchase,2024-10-27 00:00:00.000000,2025-01-05
198,347,1179,view,2024-07-23 09:30:00.993507,2024-10-01
199,273,1607,view,2024-02-21 07:34:47.839399,2024-05-01
200,455,215,wishlist,2024-01-16 08:19:40.735812,2024-03-26
201,107,1008,view,2024-01-22 00:00:00.000000,2024-04-01
202,322,837,add_to_cart,2024-06-03 05:24:33.273036,2024-08-12
203,424,390,wishlist,2024-05-14 21:14:14.813022,2024-07-23
204,265,2054,wishlist,2024-03-29 03:23:15.597040,2024-06-07
205,168,2403,view,2024-08-23 03:22:17.430852,2024-11-01
206,338,2167,view,2024-10-02 04:13:59.390011,2024-12-11
208,463,1298,purchase,2024-08-25 06:32:09.079645,2024-11-03
209,497,1217,view,2024-07-21 19:28:42.966654,2024-09-29
210,440,1206,add_to_cart,2024-04-19 11:11:43.791273,2024-06-28
211,54,614,view,2024-08-30 05:06:50.525051,2024-11-08
212,148,1766,purchase,2024-10-17 15:16:54.836246,2024-12-26
213,225,1943,add_to_cart,2024-02-03 14:19:59.245765,2024-04-13
214,168,2158,wishlist,2024-05-01 21:01:17.543638,2024-07-10
215,367,297,wishlist,2024-05-16 23:37:50.384975,2024-07-25
216,209,1267,purchase,2024-05-28 13:23:30.997882,2024-08-06
217,434,1567,purchase,2024-03-30 13:30:33.637943,2024-06-08
218,56,2309,view,2024-10-20 00:26:09.251387,2024-12-29
219,380,96,view,2024-08-03 10:09:39.878509,2024-10-12
220,257,2045,purchase,2024-09-26 01:51:39.660133,2024-12-05
221,329,829,add_to_cart,2024-03-30 13:10:51.408051,2024-06-08
222,414,1149,add_to_cart,2024-01-20 07:41:27.997330,2024-03-30
223,260,831,purchase,2024-08-31 17:35:02.005277,2024-11-09
224,175,1032,view,2024-03-06 21:30:29.911186,2024-05-15
225,222,531,wishlist,2024-03-16 03:40:03.304723,2024-05-25
226,31,1382,view,2024-07-16 08:20:46.927976,2024-09-24
227,242,214,review,2024-05-20 19:16:09.905026,2024-07-29
228,140,409,view,2024-01-20 10:50:49.980095,2024-03-30
229,13,1050,view,2024-08-09 23:35:17.592405,2024-10-18
230,76,366,review,2024-02-28 03:07:03.288399,2024-05-08
232,346,1781,review,2024-09-18 21:50:37.875525,2024-11-27
233,437,2251,add_to_cart,2024-10-27 14:25:02.069898,2025-01-05
234,132,1269,view,2024-09-30 17:56:15.524594,2024-12-09
235,126,472,view,2024-01-01 12:43:35.420702,2024-03-11
237,86,908,view,2024-04-02 23:47:36.895365,2024-06-11
238,451,1355,add_to_cart,2024-07-12 02:48:28.060042,2024-09-20
239,164,2390,wishlist,2024-03-31 04:06:26.631425,2024-06-09
240,120,464,view,2024-07-24 09:26:34.236664,2024-10-02
241,49,1351,wishlist,2024-10-24 02:14:26.503551,2025-01-02
243,211,2341,review,2024-02-02 06:49:31.132863,2024-04-12
244,63,568,view,2024-10-13 17:32:38.202427,2024-12-22
245,362,260,view,2024-01-02 19:15:46.456097,2024-03-12
246,184,2195,view,2024-08-09 06:28:22.697767,2024-10-18
247,294,592,view,2024-09-11 12:59:22.052519,2024-11-20
248,440,1482,view,2024-04-25 18:32:47.476049,2024-07-04
249,61,1369,review,2024-08-13 12:12:53.735639,2024-10-22
250,396,1288,add_to_cart,2024-09-29 16:35:30.851012,2024-12-08
251,103,954,view,2024-07-06 09:19:47.666132,2024-09-14
253,440,1973,view,2024-08-06 18:07:10.932452,2024-10-15
255,78,122,view,2024-04-27 14:27:56.756922,2024-07-06
256,239,2,view,2024-02-23 19:04:04.547894,2024-05-03
257,287,629,add_to_cart,2024-03-29 11:14:31.155723,2024-06-07
258,300,1974,purchase,2024-01-31 22:03:36.513322,2024-04-10
259,74,972,wishlist,2024-07-13 08:30:02.064177,2024-09-21
260,302,54,add_to_cart,2024-01-10 15:51:02.795832,2024-03-20
261,109,280,view,2024-02-17 20:41:39.361726,2024-04-27
262,57,2252,view,2024-10-10 12:44:54.809886,2024-12-19
263,122,528,view,2024-09-30 08:17:55.124767,2024-12-09
264,343,1009,purchase,2024-08-02 19:59:56.445498,2024-10-11
265,77,2079,wishlist,2024-10-28 14:50:37.679707,2025-01-06
266,292,1339,purchase,2024-06-17 16:13:41.942000,2024-08-26
267,471,742,view,2024-02-02 04:38:11.440986,2024-04-12
268,121,1807,add_to_cart,2024-03-04 00:00:00.000000,2024-05-13
269,194,1754,review,2024-07-28 13:18:57.111882,2024-10-06
270,226,1025,purchase,2024-06-27 16:17:20.427064,2024-09-05
271,90,1780,view,2024-01-25 06:48:34.755965,2024-04-04
272,73,2204,view,2024-09-09 23:43:00.073150,2024-11-18
273,471,2348,view,2024-08-21 04:34:40.560573,2024-10-30
274,206,2455,view,2024-07-28 22:16:17.895007,2024-10-06
275,171,1946,view,2024-10-08 10:35:02.499710,2024-12-17
276,287,529,wishlist,2024-07-13 13:43:51.239248,2024-09-21
277,311,1472,add_to_cart,2024-02-01 22:51:55.477531,2024-04-11
278,363,1368,wishlist,2024-04-30 12:13:27.133532,2024-07-09
279,416,1749,purchase,2024-06-19 03:04:44.087775,2024-08-28
280,416,2380,add_to_cart,2024-06-17 17:55:19.871775,2024-08-26
281,265,1550,view,2024-10-30 20:30:50.151467,2025-01-08
282,10,167,view,2024-05-24 05:05:00.059524,2024-08-02
283,245,445,purchase,2024-09-24 07:52:07.599836,2024-12-03
284,321,919,wishlist,2024-07-12 00:05:19.630250,2024-09-20
285,316,1674,view,2024-05-06 19:14:03.085677,2024-07-15
286,36,1654,view,2024-04-06 07:54:11.247365,2024-06-15
287,450,335,view,2024-01-30 16:53:29.300762,2024-04-09
288,21,478,view,2024-10-06 00:34:24.763498,2024-12-15
289,472,962,wishlist,2024-07-07 21:30:27.924182,2024-09-15
290,349,590,view,2024-02-14 19:57:27.420995,2024-04-24
291,282,2434,view,2024-06-04 02:34:45.294288,2024-08-13
292,34,446,review,2024-02-16 02:48:40.077075,2024-04-26
293,99,655,wishlist,2024-07-17 06:54:42.648075,2024-09-25
294,332,934,purchase,2024-08-22 12:21:43.526540,2024-10-31
295,486,817,view,2024-08-20 07:46:11.159468,2024-10-29
296,232,600,wishlist,2024-05-03 20:09:15.664755,2024-07-12
297,223,1832,wishlist,2024-07-12 05:23:26.861186,2024-09-20
298,360,1968,review,2024-05-04 15:41:18.902013,2024-07-13
299,360,1720,view,2024-05-19 17:21:26.154486,2024-07-28
300,44,1234,view,2024-04-09 13:26:56.211692,2024-06-18
301,250,1536,add_to_cart,2024-07-20 07:31:12.542177,2024-09-28
302,478,910,view,2024-06-22 13:24:28.444966,2024-08-31
303,12,980,view,2024-08-11 03:54:47.720740,2024-10-20
304,90,1998,view,2024-02-25 09:25:21.921198,2024-05-05
305,431,1689,wishlist,2024-03-04 07:58:59.124032,2024-05-13
306,60,588,view,2024-08-22 00:05:02.762963,2024-10-31
307,208,1691,view,2024-06-08 16:25:13.684151,2024-08-17
308,10,243,wishlist,2024-07-02 07:42:36.110273,2024-09-10
309,257,2043,purchase,2024-09-17 17:17:08.939225,2024-11-26
310,215,1089,wishlist,2024-02-11 22:49:56.044972,2024-04-21
312,159,1725,view,2024-03-17 21:49:44.306947,2024-05-26
313,1,79,view,2024-08-02 20:03:30.180631,2024-10-11
314,46,620,wishlist,2024-10-30 08:36:01.693753,2025-01-08
315,355,1148,view,2024-03-18 12:45:15.294920,2024-05-27
316,466,1448,view,2024-06-21 19:29:20.218755,2024-08-30
317,222,478,add_to_cart,2024-07-02 06:29:07.392779,2024-09-10
318,333,1633,add_to_cart,2024-05-14 14:02:34.858650,2024-07-23
319,30,30,view,2024-01-29 10:42:10.843320,2024-04-08
320,280,468,view,2024-10-04 16:32:14.262077,2024-12-13
321,211,2445,view,2024-07-07 15:31:05.235934,2024-09-15
322,184,1547,view,2024-06-07 09:25:46.219028,2024-08-16
323,89,1027,view,2024-05-20 21:30:12.474625,2024-07-29
324,9,988,review,2024-02-25 13:54:09.243540,2024-05-05
325,71,139,view,2024-06-05 19:09:51.005021,2024-08-14
326,19,130,view,2024-02-29 07:45:07.115164,2024-05-09
327,130,437,view,2024-09-19 22:55:06.918424,2024-11-28
328,138,1476,wishlist,2024-05-16 11:12:15.033873,2024-07-25
329,58,1137,view,2024-03-28 22:01:56.627607,2024-06-06
332,6,108,view,2024-06-07 06:43:31.985886,2024-08-16
333,152,906,view,2024-01-02 09:03:28.113916,2024-03-12
334,457,27,view,2024-03-08 00:00:00.000000,2024-05-17
335,100,3,add_to_cart,2024-04-21 16:32:28.991907,2024-06-30
336,330,1130,wishlist,2024-06-04 00:22:26.463058,2024-08-13
337,177,84,add_to_cart,2024-06-17 18:33:06.108877,2024-08-26
338,249,2457,view,2024-02-16 12:04:45.062572,2024-04-26
339,412,2254,view,2024-02-29 23:47:13.491774,2024-05-09
341,451,388,view,2024-10-26 01:01:23.306631,2025-01-04
342,255,2004,view,2024-10-05 15:32:15.602173,2024-12-14
343,5,450,add_to_cart,2024-04-16 11:03:45.972423,2024-06-25
344,73,860,view,2024-02-19 22:04:20.323803,2024-04-29
345,449,2020,view,2024-07-02 18:00:10.545773,2024-09-10
346,66,230,view,2024-04-16 07:48:06.607253,2024-06-25
347,307,1833,view,2024-03-31 04:53:19.905099,2024-06-09
348,95,387,purchase,2024-02-16 16:16:56.131944,2024-04-26
349,241,1197,purchase,2024-10-06 00:00:00.000000,2024-12-15
350,455,2089,view,2024-03-29 13:12:13.809834,2024-06-07
351,434,1153,view,2024-05-21 10:36:55.847169,2024-07-30
352,212,2344,add_to_cart,2024-02-22 01:15:23.281086,2024-05-02
353,425,2237,add_to_cart,2024-02-21 18:06:27.704482,2024-05-01
354,29,2429,view,2024-10-23 11:36:39.817967,2025-01-01
355,32,1572,view,2024-03-25 02:49:33.047019,2024-06-03
356,159,2446,add_to_cart,2024-09-06 22:13:59.052213,2024-11-15
357,438,2421,purchase,2024-10-06 10:30:38.484732,2024-12-15
358,379,1974,purchase,2024-02-22 21:04:26.332212,2024-05-02
361,158,1134,view,2024-04-09 11:08:57.188797,2024-06-18
362,214,365,review,2024-02-08 17:11:26.263417,2024-04-18
363,153,532,view,2024-09-28 04:48:46.116693,2024-12-07
364,52,855,view,2024-01-26 08:55:16.310870,2024-04-05
365,367,367,review,2024-09-18 18:41:29.705828,2024-11-27
366,486,641,view,2024-06-01 05:40:49.781040,2024-08-10
368,300,1330,wishlist,2024-04-13 08:34:55.337922,2024-06-22
369,270,1076,view,2024-10-07 17:15:50.898819,2024-12-16
370,459,1915,view,2024-08-19 10:30:28.106404,2024-10-28
371,492,1404,view,2024-03-25 09:24:43.249387,2024-06-03
372,446,1631,purchase,2024-01-26 05:28:32.088563,2024-04-05
373,257,371,add_to_cart,2024-05-20 12:59:37.401054,2024-07-29
375,313,222,view,2024-03-28 00:26:54.828654,2024-06-06
377,373,167,add_to_cart,2024-06-14 20:11:21.258271,2024-08-23
378,125,90,wishlist,2024-02-08 16:55:03.137521,2024-04-18
379,371,2264,review,2024-03-18 11:20:01.111027,2024-05-27
380,372,1210,purchase,2024-04-09 20:53:54.553191,2024-06-18
381,249,2144,wishlist,2024-05-23 17:47:03.520684,2024-08-01
382,3,149,purchase,2024-02-02 03:23:07.468954,2024-04-12
383,111,715,view,2024-03-27 05:22:22.127901,2024-06-05
384,182,1355,view,2024-07-23 09:20:06.486540,2024-10-01
385,358,2364,view,2024-09-28 19:40:53.725633,2024-12-07
386,36,1533,review,2024-08-08 20:04:10.264317,2024-10-17
387,324,450,review,2024-03-27 11:10:13.178684,2024-06-05
388,90,176,view,2024-01-03 13:26:11.620099,2024-03-13
389,136,2014,purchase,2024-06-08 17:35:20.299724,2024-08-17
390,126,2442,view,2024-03-04 09:04:43.489180,2024-05-13
391,134,956,view,2024-09-29 15:59:26.657367,2024-12-08
392,100,1466,add_to_cart,2024-10-24 20:48:10.013668,2025-01-02
393,30,906,view,2024-09-24 22:26:58.428907,2024-12-03
394,139,998,add_to_cart,2024-08-26 04:12:25.701238,2024-11-04
395,187,2188,view,2024-08-06 04:40:36.545138,2024-10-15
396,237,369,view,2024-04-12 07:32:50.448737,2024-06-21
398,447,259,add_to_cart,2024-08-08 07:56:52.316375,2024-10-17
399,277,1145,view,2024-08-10 04:04:23.876623,2024-10-19
401,110,331,view,2024-05-28 07:10:19.079293,2024-08-06
402,264,268,wishlist,2024-05-13 06:35:15.791277,2024-07-22
404,137,1614,review,2024-04-21 15:23:13.496489,2024-06-30
405,397,2232,review,2024-03-03 06:31:18.144205,2024-05-12
406,320,741,add_to_cart,2024-10-24 16:04:55.331048,2025-01-02
407,55,805,view,2024-08-25 06:25:18.676461,2024-11-03
408,370,791,add_to_cart,2024-01-23 09:40:10.119311,2024-04-02
409,191,1928,view,2024-01-19 03:47:39.012450,2024-03-29
411,267,1845,wishlist,2024-05-29 20:31:37.407132,2024-08-07
413,274,535,review,2024-07-27 14:46:28.934525,2024-10-05
414,285,1130,review,2024-07-12 20:22:32.638574,2024-09-20
415,257,1471,view,2024-02-15 01:11:22.925464,2024-04-25
416,62,1766,add_to_cart,2024-07-11 03:18:41.690455,2024-09-19
417,211,2448,view,2024-01-20 22:00:41.818190,2024-03-30
418,492,377,add_to_cart,2024-08-10 21:22:24.537500,2024-10-19
419,309,2092,wishlist,2024-10-25 00:00:00.000000,2025-01-03
420,279,787,view,2024-07-05 00:00:00.000000,2024-09-13
421,285,522,add_to_cart,2024-04-14 17:39:14.808116,2024-06-23
422,81,1079,purchase,2024-06-02 09:28:44.171675,2024-08-11
423,384,524,view,2024-04-23 10:33:51.299635,2024-07-02
424,32,468,wishlist,2024-03-03 02:05:31.098280,2024-05-12
425,447,1211,review,2024-10-29 10:50:21.710198,2025-01-07
426,99,1749,purchase,2024-03-07 00:00:00.000000,2024-05-16
427,154,919,add_to_cart,2024-01-10 22:12:15.531065,2024-03-20
428,194,1959,view,2024-10-13 15:13:30.853477,2024-12-22
429,302,399,view,2024-01-28 16:34:43.161689,2024-04-07
430,90,328,wishlist,2024-10-17 00:51:47.382164,2024-12-26
431,295,2443,review,2024-07-06 00:00:00.000000,2024-09-14
432,18,919,view,2024-08-02 03:50:18.281073,2024-10-11
433,492,1450,view,2024-03-25 19:17:40.486147,2024-06-03
434,44,1018,wishlist,2024-06-27 02:21:43.527153,2024-09-05
435,7,2352,view,2024-04-11 18:22:28.531374,2024-06-20
436,400,816,wishlist,2024-02-14 11:35:15.188067,2024-04-24
437,307,2411,view,2024-02-25 03:19:47.421885,2024-05-05
438,295,1801,purchase,2024-09-20 21:09:18.585240,2024-11-29
439,14,570,view,2024-05-10 21:34:52.478994,2024-07-19
440,344,2401,view,2024-04-03 20:28:11.268070,2024-06-12
441,468,1984,add_to_cart,2024-04-20 12:45:07.146204,2024-06-29
442,162,759,add_to_cart,2024-09-14 20:15:36.822553,2024-11-23
443,342,516,view,2024-04-28 10:39:43.907209,2024-07-07
444,331,45,view,2024-01-03 12:32:52.204822,2024-03-13
445,244,2251,add_to_cart,2024-09-08 08:57:19.243663,2024-11-17
446,27,386,purchase,2024-04-24 10:18:19.128443,2024-07-03
447,118,360,view,2024-07-27 18:55:58.668378,2024-10-05
448,468,983,review,2024-09-15 04:57:11.900486,2024-11-24
449,205,1073,view,2024-04-13 10:52:59.964638,2024-06-22
450,78,769,view,2024-03-31 05:48:40.308086,2024-06-09
451,417,1462,wishlist,2024-08-04 09:21:14.778821,2024-10-13
452,197,2308,view,2024-02-06 18:15:50.489758,2024-04-16
453,192,2072,view,2024-10-28 08:36:49.602652,2025-01-06
454,366,1670,wishlist,2024-03-31 21:18:43.250546,2024-06-09
455,167,2158,wishlist,2024-04-19 08:20:43.353865,2024-06-28
456,310,993,view,2024-09-11 08:44:55.749282,2024-11-20
457,72,307,view,2024-06-08 23:03:25.483093,2024-08-17
