trend_id,trend_name,trend_category,trend_score,week,year,emerging_designers,trend_tags,_ingestion_ts,_source_file,_ingestion_date,_cleaned_at,_dq_score
31.0,y2k,style trend,2.830110703,7.0,2024.0,"designer_25, designer_33","bamboo, y2k, earth tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
32.0,modal,color trend,3.626771815,7.0,2024.0,designer_41,"vintage, leather, velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
33.0,stripes,fabric trend,1.865206655,7.0,2024.0,"designer_45, designer_26, designer_19","eco-friendly, oversized, bamboo",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
34.0,pastel,fabric trend,2.722062549,7.0,2024.0,"designer_49, designer_5","earth tones, eco-friendly, cotton",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
35.0,velvet,color trend,2.445595657,7.0,2024.0,designer_11,"leather, bamboo, monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
36.0,earth tones,color trend,2.191623331,8.0,2024.0,"designer_39, designer_18","bold colors, monochrome, y2k",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
37.0,vintage,seasonal trend,3.538703578,8.0,2024.0,"designer_17, designer_16, designer_17","bold colors, monochrome, eco-friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
38.0,vintage,category trend,4.37284383,8.0,2024.0,"designer_46, designer_14, designer_24","stripes, modal, earth tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
39.0,earth tones,style trend,4.765704377,8.0,2024.0,designer_30,"stripes, velvet, monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
,velvet,color trend,0.680341986,9.0,2024.0,"designer_14, designer_37","oversized, vintage, pastel",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
41.0,monochrome,color trend,4.561612227,9.0,2024.0,designer_33,,2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
42.0,eco-friendly,seasonal trend,1.925884737,9.0,2024.0,"designer_3, designer_20","earth tones, minimalist, bamboo",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
43.0,oversized,color trend,4.842453399,10.0,2024.0,designer_48,"minimalist, bamboo, earth tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
44.0,monochrome,color trend,1.12277586,10.0,2024.0,designer_4,"minimalist, vintage, eco-friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
45.0,earth tones,seasonal trend,3.214831949,10.0,2024.0,"designer_25, designer_42, designer_42","leather, velvet, cotton",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
46.0,cotton,category trend,4.826095013,10.0,2024.0,,"minimalist, pastel, velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
47.0,bamboo,category trend,1.395377234,10.0,2024.0,designer_37,"velvet, monochrome, earth tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
48.0,velvet,fabric trend,1.232045559,11.0,2024.0,"designer_11, designer_8, designer_13","velvet, y2k, minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
49.0,oversized,color trend,1.8576169,11.0,2024.0,"designer_22, designer_20","bold colors, pastel, modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
50.0,bamboo,style trend,1.266971073,11.0,2024.0,"designer_6, designer_11","stripes, bold colors, earth tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
51.0,modal,fabric trend,1.160506945,11.0,2024.0,"designer_13, designer_19, designer_29","bold colors, stripes, eco-friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
52.0,monochrome,category trend,0.692994592,12.0,2024.0,designer_26,"leather, bamboo, cotton",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
53.0,oversized,style trend,2.499480276,12.0,2024.0,"designer_18, designer_38","bamboo, modal, eco-friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
54.0,leather,seasonal trend,4.946862018,12.0,2024.0,designer_26,"velvet, bold colors, eco-friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
55.0,oversized,style trend,1.991118433,12.0,2024.0,designer_6,"oversized, minimalist, stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
56.0,pastel,style trend,4.795178669,12.0,2024.0,"designer_41, designer_47","bold colors, monochrome, oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
57.0,stripes,seasonal trend,4.424541822,13.0,2024.0,"designer_6, designer_3","modal, eco-friendly, oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
58.0,cotton,category trend,0.620735679,13.0,2024.0,designer_37,"bamboo, cotton, minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
59.0,y2k,style trend,2.925853252,13.0,2024.0,designer_13,"bamboo, y2k, leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
60.0,cotton,color trend,1.176188625,,2024.0,"designer_49, designer_32","leather, vintage, modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
61.0,velvet,fabric trend,4.830071076,13.0,2024.0,designer_36,"earth tones, velvet, pastel",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
62.0,leather,style trend,4.161739025,13.0,2024.0,designer_4,"stripes, leather, bold colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
63.0,vintage,category trend,3.089877343,14.0,2024.0,"designer_34, designer_21","y2k, pastel, monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
64.0,bold colors,color trend,2.829920915,14.0,2024.0,"designer_49, designer_30","vintage, oversized, stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
65.0,earth tones,category trend,3.858545795,14.0,2024.0,"designer_27, designer_24","monochrome, y2k, vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
66.0,vintage,style trend,4.07502667,14.0,2024.0,"designer_4, designer_33, designer_16","leather, bold colors, modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
67.0,cotton,,1.676221265,14.0,2024.0,designer_42,"modal, leather, minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
68.0,vintage,style trend,2.760430834,,2024.0,"designer_32, designer_47, designer_36","bold colors, oversized, stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
69.0,modal,seasonal trend,4.535049421,15.0,2024.0,designer_37,"bold colors, leather, bamboo",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
70.0,,color trend,0.75580071,15.0,2024.0,"designer_4, designer_24, designer_44","stripes, bold colors, vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
71.0,bamboo,category trend,2.778089922,16.0,2024.0,designer_19,"velvet, pastel, leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
72.0,cotton,fabric trend,0.580924533,16.0,2024.0,"designer_24, designer_3, designer_6","monochrome, velvet, pastel",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
73.0,earth tones,style trend,2.069027407,,2024.0,,"monochrome, oversized, vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
74.0,,seasonal trend,0.562938628,16.0,2024.0,designer_22,"cotton, bold colors, y2k",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
75.0,oversized,fabric trend,3.145005463,16.0,2024.0,"designer_47, designer_27","monochrome, oversized, vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
76.0,oversized,seasonal trend,2.901229106,17.0,2024.0,"designer_14, designer_2","bold colors, minimalist, eco-friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
77.0,bamboo,seasonal trend,1.685645522,17.0,2024.0,"designer_40, designer_29, designer_12","monochrome, velvet, modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
78.0,eco-friendly,category trend,,17.0,2024.0,designer_20,"velvet, eco-friendly, vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
79.0,monochrome,seasonal trend,,18.0,2024.0,designer_16,"y2k, bold colors, stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
80.0,earth tones,fabric trend,2.747269926,18.0,2024.0,"designer_11, designer_26, designer_1","oversized, monochrome, vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
81.0,bold colors,fabric trend,0.644439382,18.0,2024.0,"designer_17, designer_22, designer_22","eco-friendly, minimalist, pastel",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
82.0,bold colors,seasonal trend,0.76035972,18.0,2024.0,designer_40,"minimalist, oversized, vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
83.0,eco-friendly,style trend,1.793492959,19.0,2024.0,designer_31,,2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
84.0,earth tones,seasonal trend,3.57830016,19.0,,"designer_34, designer_30, designer_12","eco-friendly, pastel, cotton",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
85.0,cotton,category trend,1.918677362,19.0,2024.0,designer_19,"eco-friendly, pastel, monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
86.0,velvet,seasonal trend,4.77155328,19.0,2024.0,"designer_25, designer_37","modal, bold colors, earth tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
87.0,velvet,fabric trend,2.057085497,,2024.0,"designer_37, designer_25","bamboo, monochrome, leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
88.0,eco-friendly,seasonal trend,,20.0,2024.0,"designer_38, designer_6","minimalist, eco-friendly, earth tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
89.0,eco-friendly,color trend,1.926069664,20.0,2024.0,designer_2,"y2k, monochrome, modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
90.0,bamboo,category trend,2.757276685,20.0,2024.0,"designer_10, designer_37","bold colors, vintage, pastel",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
91.0,modal,seasonal trend,2.797771273,20.0,2024.0,"designer_48, designer_38","velvet, oversized, minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
92.0,pastel,fabric trend,3.900157614,20.0,2024.0,"designer_17, designer_46","bold colors, earth tones, leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
93.0,bamboo,color trend,2.863384159,20.0,2024.0,designer_35,,2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
94.0,monochrome,style trend,1.136769589,20.0,2024.0,"designer_33, designer_19, designer_3","earth tones, pastel, stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
,oversized,category trend,3.348042051,21.0,2024.0,"designer_9, designer_11","earth tones, eco-friendly, cotton",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
96.0,minimalist,category trend,3.443275544,21.0,2024.0,"designer_12, designer_22","leather, bamboo, monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
97.0,y2k,fabric trend,4.378133957,21.0,2024.0,"designer_18, designer_1","bamboo, stripes, eco-friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
98.0,y2k,seasonal trend,4.53450746,21.0,2024.0,designer_31,"eco-friendly, stripes, earth tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
99.0,minimalist,fabric trend,3.580298209,21.0,2024.0,"designer_22, designer_14","oversized, minimalist, pastel",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
100.0,minimalist,category trend,2.392649365,21.0,2024.0,designer_20,"earth tones, modal, eco-friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
101.0,monochrome,fabric trend,2.283177248,21.0,2024.0,"designer_14, designer_48, designer_27","eco-friendly, monochrome, vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
102.0,stripes,category trend,3.905279662,22.0,2024.0,"designer_47, designer_18","minimalist, pastel, modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
103.0,eco-friendly,category trend,3.470246335,22.0,2024.0,"designer_15, designer_45","bamboo, leather, y2k",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
104.0,bamboo,color trend,4.680944873,22.0,2024.0,"designer_3, designer_28","leather, earth tones, oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
105.0,bamboo,fabric trend,4.995871636,22.0,2024.0,"designer_5, designer_49","velvet, minimalist, leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
106.0,stripes,style trend,2.212907278,22.0,2024.0,"designer_40, designer_48, designer_18","stripes, bamboo, cotton",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
107.0,velvet,style trend,4.092178343,23.0,2024.0,designer_44,"earth tones, y2k, minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
108.0,,category trend,4.843275458,23.0,2024.0,"designer_26, designer_20","leather, stripes, velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
109.0,bold colors,fabric trend,1.123946564,23.0,2024.0,designer_27,"pastel, leather, bold colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
110.0,leather,seasonal trend,3.876419904,23.0,2024.0,"designer_17, designer_3","oversized, bold colors, stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
111.0,cotton,seasonal trend,1.308232473,23.0,2024.0,"designer_42, designer_13","stripes, monochrome, minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
112.0,earth tones,color trend,4.990919392,23.0,2024.0,"designer_30, designer_6, designer_38","oversized, stripes, leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
113.0,velvet,seasonal trend,1.456753733,23.0,2024.0,"designer_45, designer_31, designer_1","y2k, earth tones, monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
114.0,leather,seasonal trend,4.483635015,24.0,2024.0,"designer_30, designer_43","stripes, velvet, earth tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
115.0,oversized,seasonal trend,0.652807679,24.0,2024.0,designer_25,"bamboo, monochrome, minimalist",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
116.0,pastel,seasonal trend,1.839635207,24.0,2024.0,"designer_27, designer_1","eco-friendly, monochrome, velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
117.0,modal,,3.28608358,24.0,2024.0,designer_7,"modal, vintage, earth tones",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
118.0,bamboo,category trend,3.002916325,24.0,2024.0,designer_28,"leather, earth tones, velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
119.0,###typo,color trend,4.396931454,24.0,2024.0,"designer_17, designer_16","stripes, modal, bold colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
120.0,minimalist,seasonal trend,2.969756241,24.0,2024.0,designer_16,"pastel, earth tones, leather",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
121.0,earth tones,style trend,2.056973413,25.0,2024.0,"designer_24, designer_26, designer_25","monochrome, pastel, eco-friendly",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
122.0,earth tones,style trend,1.124666405,25.0,2024.0,designer_44,"stripes, monochrome, bold colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
123.0,monochrome,seasonal trend,1.97860135,25.0,2024.0,"designer_40, designer_21, designer_22","minimalist, leather, stripes",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
124.0,bold colors,color trend,4.019824221,25.0,2024.0,"designer_4, designer_35","minimalist, velvet, pastel",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
125.0,modal,color trend,4.615619753,25.0,2024.0,"designer_22, designer_5, designer_41","leather, stripes, bold colors",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
126.0,leather,style trend,3.698358682,25.0,2024.0,"designer_24, designer_16","y2k, pastel, velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
127.0,velvet,seasonal trend,2.909855798,26.0,2024.0,designer_32,"minimalist, modal, oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
128.0,cotton,category trend,2.453085517,26.0,2024.0,"designer_45, designer_24","monochrome, pastel, oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
129.0,modal,fabric trend,0.711093118,26.0,2024.0,"designer_34, designer_46, designer_43","bamboo, bold colors, velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
130.0,eco-friendly,fabric trend,4.408461152,26.0,2024.0,designer_22,"eco-friendly, cotton, velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
131.0,oversized,color trend,,26.0,2024.0,designer_25,"bamboo, y2k, oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
132.0,stripes,fabric trend,4.459802189,26.0,2024.0,"designer_15, designer_39","eco-friendly, modal, oversized",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
133.0,modal,color trend,2.342283942,27.0,2024.0,"designer_20, designer_48","modal, pastel, velvet",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
134.0,eco-friendly,category trend,1.237699593,27.0,2024.0,"designer_42, designer_35","minimalist, earth tones, modal",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
135.0,stripes,category trend,3.775562536,27.0,2024.0,designer_27,"leather, minimalist, vintage",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
136.0,oversized,category trend,4.32358176,27.0,2024.0,"designer_35, designer_26","oversized, bold colors, monochrome",2026-02-28 19:12:01.729383,trends_dataset.csv,2026-02-28,2026-03-09T22:55:39.791799,98
