product_id,category_standardized,price_lkr,stock_count,price_category,total_quantity,avg_quantity,transaction_count,total_revenue,avg_transaction_value,_curated_at,_dataset_type
67.0,TRACK PANTS,3000.0,0.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
68.0,KIMONO,14000.0,8.0,Premium,1.0,1.0,1.0,15120.0,15120.0,2026-01-05T12:47:41.019337+05:30,ml_features
69.0,NAN,2500.0,49.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
70.0,BLAZERS,11000.0,19.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
71.0,CARDIGANS,14500.0,40.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
0.0,COATS,10000.0,4.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
73.0,CARDIGANS,8000.0,35.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
74.0,BEACH WEAR,5500.0,30.0,Premium,3.0,3.0,1.0,15147.0,15147.0,2026-01-05T12:47:41.019337+05:30,ml_features
75.0,NAN,0.0,46.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
76.0,COATS,12500.0,40.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
77.0,POLOS,2500.0,34.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
78.0,BEACH WEAR,4000.0,49.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
79.0,BEACH WEAR,5000.0,10.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
80.0,SHORTS,4500.0,44.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
81.0,KIMONO,11000.0,36.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
82.0,CHINOS,0.0,3.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
0.0,KIMONO,8000.0,17.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
84.0,BEACH WEAR,6000.0,28.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
0.0,DENIM JACKETS,12500.0,2.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
86.0,TRACK PANTS,2500.0,15.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
87.0,POLOS,2500.0,23.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
88.0,KIMONO,8000.0,5.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
89.0,HOODIES & JACKETS,15000.0,44.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
90.0,UTILITY PANTS,15000.0,46.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
91.0,CHINOS,4000.0,33.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
92.0,TANKS,3500.0,30.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
0.0,BEACH WEAR,5500.0,50.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
94.0,TANKS,3000.0,24.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
95.0,T-SHIRTS,2500.0,26.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
96.0,BLAZERS,10500.0,23.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
97.0,JOGGERS & PANTS,3000.0,44.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
0.0,OVERSIZE TEE,4500.0,28.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
99.0,BLAZERS,14500.0,20.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
100.0,KIMONO,12500.0,8.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
101.0,KIMONO,8000.0,35.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
102.0,CARDIGANS,10000.0,29.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
103.0,SWEATSHIRTS,0.0,9.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
104.0,OVERSIZE TEE,4000.0,50.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
105.0,TRACK PANTS,3500.0,39.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
106.0,HOODIES & JACKETS,9000.0,6.0,Premium,2.0,2.0,1.0,17496.0,17496.0,2026-01-05T12:47:41.019337+05:30,ml_features
107.0,TANKS,4000.0,11.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
108.0,DENIM JACKETS,11000.0,4.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
109.0,OVERSIZE TEE,3000.0,11.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
110.0,CHINOS,6000.0,27.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
111.0,COATS,9500.0,10.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
112.0,TANKS,5000.0,48.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
113.0,BEACH WEAR,5000.0,28.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
114.0,DENIM JACKETS,12500.0,27.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
115.0,SWEATSHIRTS,5000.0,14.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
116.0,TANKS,3500.0,16.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
117.0,CARDIGANS,11500.0,48.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
118.0,UTILITY PANTS,12500.0,18.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
119.0,OVERSIZE TEE,3500.0,44.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
120.0,CARDIGANS,8000.0,38.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
121.0,POLOS,3500.0,0.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
122.0,COATS,11500.0,13.0,Premium,1.0,1.0,1.0,11799.0,11799.0,2026-01-05T12:47:41.019337+05:30,ml_features
123.0,JOGGERS & PANTS,3000.0,28.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
124.0,SHORTS,4000.0,17.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
125.0,COATS,9500.0,40.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
126.0,TANKS,4000.0,20.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
127.0,CARDIGANS,14000.0,18.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
128.0,T-SHIRTS,4000.0,25.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
129.0,SHORTS,3500.0,13.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
130.0,SWEATSHIRTS,3000.0,10.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
131.0,JOGGERS & PANTS,4000.0,0.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
132.0,COATS,12000.0,9.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
133.0,TANKS,2500.0,31.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
134.0,KIMONO,14000.0,24.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
135.0,SWEATSHIRTS,5500.0,9.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
136.0,KIMONO,12000.0,36.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
137.0,UTILITY PANTS,14500.0,12.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
138.0,KIMONO,10500.0,30.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
139.0,BEACH WEAR,3000.0,14.0,Mid-Range,2.0,2.0,1.0,6480.0,6480.0,2026-01-05T12:47:41.019337+05:30,ml_features
140.0,CARDIGANS,8000.0,46.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
141.0,CARDIGANS,14000.0,6.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
142.0,DENIM JACKETS,12000.0,10.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
143.0,BLAZERS,13000.0,6.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
144.0,CARDIGANS,11000.0,18.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
0.0,CHINOS,4000.0,28.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
146.0,BLAZERS,10500.0,41.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
147.0,CARDIGANS,13500.0,9.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
148.0,NAN,3000.0,27.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
149.0,CARDIGANS,9000.0,38.0,Premium,1.0,1.0,1.0,9720.0,9720.0,2026-01-05T12:47:41.019337+05:30,ml_features
150.0,TRACK PANTS,5000.0,6.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
151.0,CHINOS,4000.0,28.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
152.0,COATS,12000.0,35.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
153.0,T-SHIRTS,5000.0,23.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
154.0,COATS,11000.0,37.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
155.0,T-SHIRTS,4500.0,9.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
156.0,TRACK PANTS,3000.0,30.0,Mid-Range,1.0,1.0,1.0,3078.0,3078.0,2026-01-05T12:47:41.019337+05:30,ml_features
157.0,T-SHIRTS,3000.0,29.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
158.0,POLOS,3500.0,8.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
159.0,CHINOS,4000.0,47.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
160.0,UTILITY PANTS,11500.0,18.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
161.0,HOODIES & JACKETS,15000.0,6.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
162.0,CARDIGANS,10000.0,49.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
163.0,POLOS,4500.0,0.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
164.0,CARDIGANS,10000.0,14.0,Premium,2.0,2.0,1.0,20520.0,20520.0,2026-01-05T12:47:41.019337+05:30,ml_features
165.0,DENIM JACKETS,14000.0,39.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
166.0,CHINOS,5000.0,11.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
167.0,BEACH WEAR,3000.0,21.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
168.0,KIMONO,12000.0,23.0,Premium,1.0,1.0,1.0,12960.0,12960.0,2026-01-05T12:47:41.019337+05:30,ml_features
169.0,CARDIGANS,12000.0,10.0,Premium,1.0,1.0,1.0,12960.0,12960.0,2026-01-05T12:47:41.019337+05:30,ml_features
170.0,UTILITY PANTS,11500.0,41.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
171.0,COATS,10000.0,25.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
172.0,BEACH WEAR,4500.0,6.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
173.0,NAN,12500.0,14.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
174.0,CARDIGANS,14000.0,13.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
175.0,CARDIGANS,8000.0,31.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
176.0,TANKS,5000.0,41.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
177.0,CARDIGANS,12000.0,47.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
178.0,TRACK PANTS,3000.0,33.0,Mid-Range,1.0,1.0,1.0,3240.0,3240.0,2026-01-05T12:47:41.019337+05:30,ml_features
179.0,SHORTS,3000.0,12.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
180.0,T-SHIRTS,5000.0,19.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
181.0,TANKS,2500.0,41.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
182.0,HOODIES & JACKETS,12000.0,41.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
183.0,DENIM JACKETS,11500.0,47.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
184.0,TRACK PANTS,4000.0,10.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
185.0,NAN,5500.0,0.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
186.0,TRACK PANTS,3000.0,23.0,Mid-Range,2.0,2.0,1.0,6480.0,6480.0,2026-01-05T12:47:41.019337+05:30,ml_features
187.0,BEACH WEAR,6000.0,24.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
188.0,JOGGERS & PANTS,2500.0,49.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
189.0,KIMONO,12000.0,10.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
190.0,COATS,14500.0,12.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
191.0,CHINOS,4000.0,48.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
192.0,CHINOS,0.0,31.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
193.0,CARDIGANS,15000.0,0.0,Premium,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
194.0,TRACK PANTS,2500.0,6.0,Mid-Range,0.0,0.0,0.0,0.0,0.0,2026-01-05T12:47:41.019337+05:30,ml_features
