product_id,shop_id,name,color,fabric,size_range,price_LKR,product_url,created_ts,popularity_score,stock_count,seasonal_score,material_grade,category_name
50.0,15.0,Fashion Item 49,Yellow,Rayon,XS-L,7352.99,https://shop.lk/product/49,2023-01-07T00:00:00,0.495,170.0,Low,B,Skirts
51.0,10.0,Fashion Item 50,Black,Rayon,S-XL,5784.62,https://shop.lk/product/50,2024-08-11T00:00:00,0.11,115.0,Medium,Premium,Shirts
52.0,33.0,Fashion Item 51,Beige,Denim,M-XL,3023.05,https://shop.lk/product/51,2023-07-15T00:00:00,0.442,137.0,Low,Premium,Shorts
53.0,21.0,Fashion Item 52,Red,Cotton,S-L,3331.41,https://shop.lk/product/52,2023-01-24T00:00:00,0.221,127.0,Low,B,Skirts
54.0,39.0,Fashion Item 53,Pink,Linen,S-XL,5414.49,https://shop.lk/product/53,2025-04-21T00:00:00,0.762,224.0,High,Standard,Jackets
55.0,38.0,Fashion Item 54,Grey,Rayon,S-L,3604.55,https://shop.lk/product/54,2023-02-21T00:00:00,0.333,286.0,High,Premium,Shirts
56.0,27.0,Fashion Item 55,Green,Linen,XS-L,3658.9,https://shop.lk/product/55,2024-08-25T00:00:00,0.344,89.0,Low,Premium,Jackets
57.0,10.0,Fashion Item 56,Yellow,Rayon,XS-L,2500.63,https://shop.lk/product/56,2023-06-07T00:00:00,0.934,278.0,High,B,Jeans
58.0,22.0,Fashion Item 57,Pink,Wool,XS-L,2271.07,https://shop.lk/product/57,2024-11-12T00:00:00,0.588,87.0,Medium,A,Jackets
59.0,3.0,Fashion Item 58,Beige,Silk,S-L,6311.95,https://shop.lk/product/58,2023-08-18T00:00:00,0.41,292.0,Low,Premium,Jeans
60.0,21.0,Fashion Item 59,Red,Wool,M-XXL,3500.39,https://shop.lk/product/59,2024-02-21T00:00:00,0.42,69.0,Medium,Standard,Shirts
61.0,16.0,Fashion Item 60,Yellow,Polyester,XS-L,3560.47,https://shop.lk/product/60,2024-03-11T00:00:00,0.057,134.0,Medium,Premium,Shirts
62.0,37.0,Fashion Item 61,Beige,Denim,M-XXL,7348.16,https://shop.lk/product/61,2024-06-19T00:00:00,0.95,177.0,High,Premium,Jeans
63.0,42.0,Fashion Item 62,Beige,Silk,S-L,2698.5,https://shop.lk/product/62,2025-02-06T00:00:00,0.996,184.0,Low,C,T-Shirts
64.0,18.0,Fashion Item 63,White,Denim,S-XL,7496.88,https://shop.lk/product/63,2024-08-21T00:00:00,0.716,67.0,High,C,Jeans
65.0,33.0,Fashion Item 64,Pink,Wool,S-L,5840.97,https://shop.lk/product/64,2023-07-31T00:00:00,0.457,85.0,Low,C,Jackets
66.0,36.0,Fashion Item 65,Blue,Wool,S-L,2281.71,https://shop.lk/product/65,2023-07-06T00:00:00,0.665,194.0,High,A,Jeans
67.0,2.0,Fashion Item 66,White,Linen,XS-L,4305.72,https://shop.lk/product/66,2024-09-21T00:00:00,0.955,7.0,Low,C,T-Shirts
68.0,45.0,Fashion Item 67,Blue,Rayon,M-XL,7394.81,https://shop.lk/product/67,2025-03-20T00:00:00,0.872,125.0,Low,B,Skirts
69.0,6.0,Fashion Item 68,White,Rayon,XS-L,7720.14,https://shop.lk/product/68,2023-12-31T00:00:00,0.282,21.0,Medium,B,Shirts
70.0,19.0,Fashion Item 69,Red,Cotton,S-L,4439.64,https://shop.lk/product/69,2023-08-06T00:00:00,0.486,227.0,High,Standard,Dresses
71.0,12.0,Fashion Item 70,Beige,Denim,S-XL,3898.92,https://shop.lk/product/70,2023-11-26T00:00:00,0.196,197.0,High,B,Jeans
72.0,5.0,Fashion Item 71,Beige,Linen,M-XL,7052.48,https://shop.lk/product/71,2023-08-10T00:00:00,0.89,133.0,Low,C,Shorts
73.0,9.0,Fashion Item 72,Yellow,Wool,XS-L,2600.0,https://shop.lk/product/72,2025-01-05T00:00:00,0.866,39.0,Low,Standard,Dresses
74.0,46.0,Fashion Item 73,Yellow,Denim,XS-L,5313.9,https://shop.lk/product/73,2025-06-12T00:00:00,0.194,198.0,Low,A,Shirts
75.0,33.0,Fashion Item 74,Black,Cotton,S-L,5171.48,https://shop.lk/product/74,2023-09-20T00:00:00,0.417,76.0,Low,A,Skirts
76.0,17.0,Fashion Item 75,Black,Cotton,S-XL,3784.18,https://shop.lk/product/75,2024-06-09T00:00:00,0.759,4.0,High,Premium,Shirts
77.0,34.0,Fashion Item 76,Beige,Linen,M-XXL,5544.3,https://shop.lk/product/76,2024-05-21T00:00:00,0.664,128.0,Low,Premium,Shorts
78.0,2.0,Fashion Item 77,Beige,Polyester,S-XL,2938.24,https://shop.lk/product/77,2024-12-31T00:00:00,0.592,4.0,Medium,A,Shirts
79.0,30.0,Fashion Item 78,Black,Cotton,M-XXL,7799.87,https://shop.lk/product/78,2023-10-20T00:00:00,0.485,43.0,Medium,B,Jeans
80.0,20.0,Fashion Item 79,White,Cotton,S-XL,2003.05,https://shop.lk/product/79,2025-01-16T00:00:00,0.323,126.0,High,A,Shorts
81.0,40.0,Fashion Item 80,Beige,Linen,XS-L,7732.36,https://shop.lk/product/80,2024-07-03T00:00:00,0.008,28.0,Medium,B,Shorts
82.0,23.0,Fashion Item 81,Blue,Rayon,S-L,2846.22,https://shop.lk/product/81,2023-11-13T00:00:00,0.765,193.0,Low,Standard,Skirts
83.0,11.0,Fashion Item 82,Green,Denim,M-XXL,6177.02,https://shop.lk/product/82,2024-07-03T00:00:00,0.457,72.0,Medium,Standard,Dresses
84.0,14.0,Fashion Item 83,Pink,Denim,S-L,4283.01,https://shop.lk/product/83,2024-07-16T00:00:00,0.424,260.0,High,Premium,Skirts
85.0,41.0,Fashion Item 84,Pink,Silk,M-XXL,3545.22,https://shop.lk/product/84,2023-07-10T00:00:00,0.17,79.0,High,A,Dresses
86.0,44.0,Fashion Item 85,White,Wool,S-XL,3251.65,https://shop.lk/product/85,2023-04-29T00:00:00,0.066,127.0,Low,C,T-Shirts
87.0,19.0,Fashion Item 86,Green,Polyester,XS-L,4558.32,https://shop.lk/product/86,2024-01-30T00:00:00,0.084,291.0,Low,B,Skirts
88.0,18.0,Fashion Item 87,Black,Polyester,S-L,5755.59,https://shop.lk/product/87,2023-05-01T00:00:00,0.495,87.0,High,A,Skirts
89.0,29.0,Fashion Item 88,Green,Linen,M-XXL,7576.87,https://shop.lk/product/88,2025-06-12T00:00:00,0.349,193.0,Low,B,Shirts
90.0,14.0,Fashion Item 89,White,Denim,S-L,6613.39,https://shop.lk/product/89,2023-09-25T00:00:00,0.187,224.0,Low,A,Jeans
91.0,38.0,Fashion Item 90,Yellow,Linen,M-XXL,2552.58,https://shop.lk/product/90,2024-12-12T00:00:00,0.458,298.0,Medium,C,Shirts
92.0,43.0,Fashion Item 91,Beige,Wool,M-XXL,6966.98,https://shop.lk/product/91,2023-09-03T00:00:00,0.418,217.0,High,Standard,Dresses
93.0,6.0,Fashion Item 92,Beige,Silk,S-L,7187.43,https://shop.lk/product/92,2024-01-23T00:00:00,0.512,99.0,Low,Premium,Dresses
94.0,49.0,Fashion Item 93,Black,Cotton,S-L,3645.24,https://shop.lk/product/93,2023-10-24T00:00:00,0.818,129.0,Medium,Premium,Shirts
95.0,10.0,Fashion Item 94,Grey,Rayon,S-XL,7505.3,https://shop.lk/product/94,2023-10-04T00:00:00,0.423,38.0,High,B,Dresses
96.0,21.0,Fashion Item 95,Grey,Rayon,M-XXL,7084.82,https://shop.lk/product/95,2023-09-21T00:00:00,0.05,291.0,High,A,Dresses
97.0,19.0,Fashion Item 96,Beige,Polyester,XS-L,7525.04,https://shop.lk/product/96,2024-05-15T00:00:00,0.06,287.0,Low,C,Skirts
98.0,45.0,Fashion Item 97,Beige,Polyester,S-XL,7775.83,https://shop.lk/product/97,2023-07-02T00:00:00,0.712,118.0,Low,A,Jeans
99.0,11.0,Fashion Item 98,Yellow,Silk,XS-L,3733.22,https://shop.lk/product/98,2023-04-02T00:00:00,0.466,120.0,Medium,Premium,Jackets
100.0,47.0,Fashion Item 99,Yellow,Linen,M-XXL,4815.86,https://shop.lk/product/99,2024-12-09T00:00:00,0.401,47.0,High,B,Shorts
101.0,15.0,Fashion Item 100,Green,Silk,M-XXL,7579.45,https://shop.lk/product/100,2023-11-07T00:00:00,0.4,124.0,Medium,Premium,Dresses
102.0,31.0,Fashion Item 101,Green,Silk,XS-L,7099.7,https://shop.lk/product/101,2025-06-14T00:00:00,0.124,116.0,Medium,A,Shirts
103.0,23.0,Fashion Item 102,Green,Silk,M-XL,5145.6,https://shop.lk/product/102,2024-07-20T00:00:00,0.054,80.0,Low,A,Shirts
104.0,34.0,Fashion Item 103,Black,Silk,S-XL,4025.62,https://shop.lk/product/103,2024-04-18T00:00:00,0.004,31.0,High,A,Skirts
105.0,34.0,Fashion Item 104,Red,Rayon,S-L,6404.1,https://shop.lk/product/104,2024-12-28T00:00:00,0.758,106.0,Low,C,T-Shirts
106.0,31.0,Fashion Item 105,Blue,Wool,XS-L,7526.1,https://shop.lk/product/105,2023-11-24T00:00:00,0.18,167.0,Low,Premium,Skirts
107.0,19.0,Fashion Item 106,Pink,Linen,M-XL,3320.81,https://shop.lk/product/106,2023-05-20T00:00:00,0.888,122.0,Low,Premium,Shirts
108.0,46.0,Fashion Item 107,Red,Linen,M-XXL,3069.97,https://shop.lk/product/107,2024-02-28T00:00:00,0.187,279.0,High,A,Skirts
109.0,4.0,Fashion Item 108,Grey,Denim,XS-L,3356.36,https://shop.lk/product/108,2023-03-03T00:00:00,0.834,139.0,Low,C,Skirts
110.0,35.0,Fashion Item 109,Blue,Silk,M-XXL,4325.19,https://shop.lk/product/109,2023-07-25T00:00:00,0.873,6.0,Low,Standard,Shirts
111.0,33.0,Fashion Item 110,White,Denim,S-XL,2493.09,https://shop.lk/product/110,2024-10-07T00:00:00,0.53,0.0,Medium,Premium,Shirts
112.0,21.0,Fashion Item 111,Black,Wool,M-XL,4823.24,https://shop.lk/product/111,2023-04-15T00:00:00,0.66,29.0,Low,A,Skirts
113.0,36.0,Fashion Item 112,Grey,Rayon,M-XL,4031.91,https://shop.lk/product/112,2025-03-22T00:00:00,0.138,146.0,Low,B,T-Shirts
114.0,25.0,Fashion Item 113,Red,Linen,S-L,4094.0,https://shop.lk/product/113,2025-05-26T00:00:00,0.573,232.0,High,Premium,Shirts
115.0,40.0,Fashion Item 114,Green,Cotton,S-XL,6312.83,https://shop.lk/product/114,2024-02-05T00:00:00,0.312,13.0,High,B,Shorts
116.0,3.0,Fashion Item 115,Beige,Linen,S-L,3949.53,https://shop.lk/product/115,2023-04-08T00:00:00,0.987,143.0,Medium,B,Shirts
117.0,40.0,Fashion Item 116,Blue,Silk,S-L,3889.17,https://shop.lk/product/116,2024-05-11T00:00:00,0.273,50.0,High,Standard,Skirts
118.0,6.0,Fashion Item 117,White,Rayon,M-XXL,7758.14,https://shop.lk/product/117,2024-08-08T00:00:00,0.593,284.0,Medium,B,Skirts
119.0,21.0,Fashion Item 118,White,Linen,S-L,2487.02,https://shop.lk/product/118,2023-01-05T00:00:00,0.122,30.0,Low,Standard,T-Shirts
120.0,42.0,Fashion Item 119,Red,Cotton,XS-L,5596.55,https://shop.lk/product/119,2023-01-12T00:00:00,0.47,74.0,Medium,A,T-Shirts
121.0,31.0,Fashion Item 120,Blue,Silk,M-XL,3600.96,https://shop.lk/product/120,2025-06-06T00:00:00,0.841,137.0,Low,C,T-Shirts
122.0,34.0,Fashion Item 121,Grey,Silk,S-L,6958.51,https://shop.lk/product/121,2025-03-30T00:00:00,0.571,31.0,Medium,C,Shirts
123.0,39.0,Fashion Item 122,Blue,Cotton,M-XL,2640.45,https://shop.lk/product/122,2025-01-09T00:00:00,0.344,69.0,High,Premium,Dresses
124.0,47.0,Fashion Item 123,Black,Rayon,M-XL,7391.79,https://shop.lk/product/123,2023-06-06T00:00:00,0.099,129.0,Low,Standard,Jackets
125.0,31.0,Fashion Item 124,Grey,Denim,M-XXL,5740.09,https://shop.lk/product/124,2025-05-11T00:00:00,0.383,123.0,High,Premium,Shirts
126.0,24.0,Fashion Item 125,Beige,Silk,M-XXL,6784.07,https://shop.lk/product/125,2024-09-15T00:00:00,0.422,11.0,Low,Premium,Skirts
127.0,37.0,Fashion Item 126,Green,Silk,S-L,6600.67,https://shop.lk/product/126,2025-03-02T00:00:00,0.622,57.0,Medium,Standard,T-Shirts
128.0,32.0,Fashion Item 127,White,Silk,XS-L,4485.98,https://shop.lk/product/127,2025-03-20T00:00:00,0.289,280.0,Low,A,T-Shirts
129.0,28.0,Fashion Item 128,Green,Cotton,M-XL,2721.51,https://shop.lk/product/128,2024-03-17T00:00:00,0.49,58.0,Low,C,Shorts
130.0,22.0,Fashion Item 129,Beige,Cotton,XS-L,2952.8,https://shop.lk/product/129,2023-07-05T00:00:00,0.921,201.0,Low,Premium,Skirts
131.0,48.0,Fashion Item 130,Blue,Rayon,M-XL,4815.22,https://shop.lk/product/130,2023-08-17T00:00:00,0.525,259.0,High,B,Dresses
132.0,48.0,Fashion Item 131,Grey,Silk,S-L,6591.03,https://shop.lk/product/131,2023-08-14T00:00:00,0.774,216.0,Low,Premium,Shorts
133.0,47.0,Fashion Item 132,Pink,Rayon,S-XL,2152.99,https://shop.lk/product/132,2024-12-22T00:00:00,0.158,45.0,Low,Standard,T-Shirts
134.0,13.0,Fashion Item 133,Pink,Polyester,M-XXL,6252.6,https://shop.lk/product/133,2023-10-03T00:00:00,0.66,179.0,Medium,A,Shorts
135.0,19.0,Fashion Item 134,Red,Rayon,M-XXL,6275.73,https://shop.lk/product/134,2023-02-07T00:00:00,0.362,199.0,Medium,Premium,Jeans
136.0,33.0,Fashion Item 135,Green,Silk,S-L,6220.87,https://shop.lk/product/135,2024-12-12T00:00:00,0.586,40.0,Medium,B,Jeans
137.0,39.0,Fashion Item 136,Pink,Polyester,S-L,2902.18,https://shop.lk/product/136,2023-06-19T00:00:00,0.546,162.0,Low,B,T-Shirts
138.0,8.0,Fashion Item 137,White,Polyester,M-XXL,7800.72,https://shop.lk/product/137,2023-01-14T00:00:00,0.548,5.0,High,Premium,Shirts
139.0,10.0,Fashion Item 138,Green,Cotton,XS-L,7723.78,https://shop.lk/product/138,2025-03-15T00:00:00,0.621,227.0,Low,Standard,T-Shirts
140.0,17.0,Fashion Item 139,Grey,Wool,S-L,4408.48,https://shop.lk/product/139,2023-09-04T00:00:00,0.386,85.0,High,Standard,Dresses
141.0,26.0,Fashion Item 140,Yellow,Polyester,XS-L,3005.85,https://shop.lk/product/140,2023-02-07T00:00:00,0.829,82.0,Medium,B,T-Shirts
142.0,18.0,Fashion Item 141,Yellow,Silk,S-L,6983.6,https://shop.lk/product/141,2023-11-09T00:00:00,0.342,224.0,Low,B,Dresses
143.0,21.0,Fashion Item 142,Green,Rayon,XS-L,6648.64,https://shop.lk/product/142,2024-10-02T00:00:00,0.288,298.0,Low,Standard,Shorts
144.0,23.0,Fashion Item 143,Black,Silk,S-XL,7064.96,https://shop.lk/product/143,2023-08-02T00:00:00,0.956,273.0,Low,B,Skirts
145.0,49.0,Fashion Item 144,Beige,Rayon,S-L,5457.7,https://shop.lk/product/144,2023-03-10T00:00:00,0.661,75.0,High,C,Skirts
146.0,36.0,Fashion Item 145,Pink,Silk,XS-L,2547.63,https://shop.lk/product/145,2024-07-07T00:00:00,0.129,61.0,Low,Premium,Jeans
147.0,29.0,Fashion Item 146,Green,Linen,S-L,5604.63,https://shop.lk/product/146,2023-01-26T00:00:00,0.043,1.0,Medium,Standard,Skirts
148.0,19.0,Fashion Item 147,Pink,Denim,XS-L,4790.1,https://shop.lk/product/147,2023-01-26T00:00:00,0.878,61.0,Low,C,Jackets
149.0,10.0,Fashion Item 148,Grey,Denim,M-XXL,6887.07,https://shop.lk/product/148,2023-05-21T00:00:00,0.707,5.0,High,B,Jeans
150.0,4.0,Fashion Item 149,Beige,Linen,XS-L,6967.78,https://shop.lk/product/149,2024-12-16T00:00:00,0.066,142.0,Medium,C,T-Shirts
151.0,39.0,Fashion Item 150,Beige,Wool,S-XL,6525.65,https://shop.lk/product/150,2025-01-08T00:00:00,0.711,162.0,Medium,B,T-Shirts
152.0,26.0,Fashion Item 151,Pink,Polyester,S-XL,2989.93,https://shop.lk/product/151,2023-08-12T00:00:00,0.584,240.0,High,C,Shorts
153.0,45.0,Fashion Item 152,Red,Rayon,XS-L,2028.82,https://shop.lk/product/152,2025-03-18T00:00:00,0.588,114.0,Medium,C,Jeans
154.0,18.0,Fashion Item 153,Grey,Rayon,S-XL,5442.41,https://shop.lk/product/153,2024-05-31T00:00:00,0.199,230.0,Low,B,Shirts
155.0,42.0,Fashion Item 154,Blue,Denim,M-XL,6756.03,https://shop.lk/product/154,2023-12-15T00:00:00,0.783,164.0,Low,Premium,Jackets
156.0,29.0,Fashion Item 155,Grey,Linen,S-XL,7887.18,https://shop.lk/product/155,2025-03-11T00:00:00,0.555,19.0,Medium,A,Jackets
157.0,3.0,Fashion Item 156,Black,Denim,M-XXL,5113.59,https://shop.lk/product/156,2025-02-03T00:00:00,0.648,188.0,Medium,C,Shorts
158.0,28.0,Fashion Item 157,Yellow,Silk,XS-L,6553.22,https://shop.lk/product/157,2023-12-15T00:00:00,0.939,7.0,Low,C,Shirts
159.0,2.0,Fashion Item 158,Black,Wool,S-L,5626.88,https://shop.lk/product/158,2025-02-08T00:00:00,0.366,20.0,Medium,C,Jeans
160.0,14.0,Fashion Item 159,White,Rayon,M-XL,3316.29,https://shop.lk/product/159,2025-05-08T00:00:00,0.696,225.0,Medium,A,Dresses
161.0,17.0,Fashion Item 160,White,Cotton,S-L,4480.92,https://shop.lk/product/160,2024-11-29T00:00:00,0.893,214.0,Low,A,Shorts
162.0,43.0,Fashion Item 161,White,Linen,M-XXL,5639.94,https://shop.lk/product/161,2023-01-21T00:00:00,0.466,2.0,Medium,Premium,Dresses
163.0,6.0,Fashion Item 162,Black,Cotton,XS-L,5374.5,https://shop.lk/product/162,2023-04-09T00:00:00,0.114,258.0,Low,Standard,Shorts
164.0,4.0,Fashion Item 163,Red,Linen,M-XL,4217.32,https://shop.lk/product/163,2023-08-29T00:00:00,0.629,50.0,High,A,Jackets
165.0,49.0,Fashion Item 164,Yellow,Rayon,XS-L,4882.89,https://shop.lk/product/164,2023-03-13T00:00:00,0.229,145.0,High,C,Shorts
166.0,5.0,Fashion Item 165,Blue,Denim,S-XL,2330.95,https://shop.lk/product/165,2023-06-06T00:00:00,0.769,273.0,Low,C,Skirts
167.0,22.0,Fashion Item 166,Blue,Cotton,M-XXL,3960.92,https://shop.lk/product/166,2023-11-01T00:00:00,0.029,124.0,Medium,C,Dresses
168.0,21.0,Fashion Item 167,Grey,Wool,XS-L,6359.58,https://shop.lk/product/167,2025-05-07T00:00:00,0.182,135.0,Medium,C,Shorts
169.0,31.0,Fashion Item 168,Blue,Silk,M-XL,2182.66,https://shop.lk/product/168,2024-04-29T00:00:00,0.743,129.0,Medium,Standard,Shorts
170.0,25.0,Fashion Item 169,Grey,Polyester,XS-L,2252.24,https://shop.lk/product/169,2024-10-11T00:00:00,0.769,195.0,High,B,Skirts
171.0,30.0,Fashion Item 170,Grey,Polyester,S-XL,6237.92,https://shop.lk/product/170,2023-05-26T00:00:00,0.882,281.0,Medium,B,Skirts
172.0,33.0,Fashion Item 171,Yellow,Polyester,S-XL,3152.51,https://shop.lk/product/171,2024-11-09T00:00:00,0.593,46.0,Low,A,Jeans
173.0,35.0,Fashion Item 172,Pink,Silk,M-XXL,5376.43,https://shop.lk/product/172,2023-05-11T00:00:00,0.084,144.0,Low,C,Jackets
174.0,19.0,Fashion Item 173,Grey,Denim,XS-L,7297.64,https://shop.lk/product/173,2023-06-20T00:00:00,0.273,264.0,Low,A,Shorts
175.0,28.0,Fashion Item 174,Yellow,Cotton,XS-L,5378.24,https://shop.lk/product/174,2023-11-14T00:00:00,0.648,195.0,High,C,T-Shirts
